claim,claim_norm,label,justification,winner,Informativeness,Logicality,Objectivity,Readability,Accuracy,OverallScore
"Amazon has secured a supply of nearly 11,000 tons per year of green hydrogen starting in 2025.","amazon has secured a supply of nearly 11,000 tons per year of green hydrogen starting in 2025.",not_greenwashing,"The provided context includes a KPIObservation stating that ""Amazon has secured a supply of nearly 10,950 tons per year of green hydrogen starting in 2025"" (source_id: amazon_2022.pdf_16_4). The claim states ""nearly 11,000 tons per year,"" which is consistent with the documented projection.",graphrag,5.0,5.0,5.0,5.0,5.0,5.0
Amazon has secured an agreement to supply green hydrogen for its transportation and building operations.,amazon has secured an agreement to supply green hydrogen for its transportation and building operations.,not_greenwashing,"The provided context confirms that Amazon has secured an agreement with Plug Power to supply 10,950 tons of green hydrogen per year, enough to power 40,000 forklifts, starting in 2025. This directly supports the claim that Amazon has secured an agreement to supply green hydrogen for its transportation and building operations. The context also details Amazon's broader investments in green hydrogen technology through The Climate Pledge Fund.",rag,5.0,5.0,5.0,5.0,5.0,5.0
Amazon has set a target to achieve net zero GHG emissions across its operations by 2040.,amazon has set a target to achieve net zero ghg emissions across its operations by 2040.,not_greenwashing,"The provided context includes multiple KPIObservation nodes that demonstrate Amazon has publicly stated a target to achieve net zero GHG emissions by 2040 (node key: 7c0c605283db6930, bcae1a20a9fac072, f12f867d32b85d71, f682b2432cd81d49). This confirms the claim is factually accurate based on Amazon's reported targets.",graphrag,5.0,5.0,5.0,5.0,5.0,5.0
Amazon helped provide over 1 million school meals to Seattle Public Schools students during the pandemic.,amazon helped provide over 1 million school meals to seattle public schools students during the pandemic.,not_greenwashing,"The provided context includes multiple data points indicating Amazon's significant contributions to providing meals during the pandemic. Specifically, KPIObservation nodes report 82 million meals donated globally in 2022 (node key: 7cd82aa63035f893), with 70 million in the US (node key: e8bb5a76f1c38173) and 12 million in Europe (node key: e06ef47333770d26). While the claim states ""over 1 million,"" the documented figures far exceed this, confirming the claim's accuracy.",graphrag,5.0,5.0,5.0,5.0,5.0,5.0
"Amazon highlights its ""significant community impact"" in the Puget Sound region through its philanthropic efforts.","amazon highlights its ""significant community impact"" in the puget sound region through its philanthropic efforts.",not_greenwashing,"The provided context details several philanthropic efforts and KPIs related to Amazon's community impact in the Puget Sound region, including commitments to affordable housing through the Amazon Housing Equity Fund (over $770 million in commitments) and support for local initiatives. These are verifiable actions demonstrating a ""significant community impact,"" as claimed.",graphrag,5.0,5.0,5.0,5.0,5.0,5.0
"Amazon highlights its new electric delivery fleet as an ""important step towards achieving its sustainable commitments.""","amazon highlights its new electric delivery fleet as an ""important step towards achieving its sustainable commitments.""",not_greenwashing,"The context provides substantial evidence supporting Amazon's claim of investing in a more sustainable delivery fleet. It details the introduction of electric heavy goods vehicles (EHGVs), expansion of electric van fleets (Rivian), use of renewable natural gas (RNG) trucks, and micromobility solutions (e-bikes). The report also highlights specific numbers like over 9,000 EVs in the fleet, 145 million packages delivered by EVs in 2022, and plans for 100,000 EVs by 2030. While the transition is ongoing, the context demonstrates concrete actions and investments towards achieving sustainable commitments, thus validating the claim.",rag,5.0,5.0,5.0,5.0,5.0,5.0
Amazon highlights its significant investment in Covid-related costs to keep employees safe as a key social responsibility achievement.,amazon highlights its significant investment in covid-related costs to keep employees safe as a key social responsibility achievement.,abstain,"The provided context details various social responsibility achievements by Amazon, quantified with specific KPIs (e.g., investment in employee benefits, spend with diverse suppliers, upskilling programs). However, it does not provide information regarding the specific costs Amazon incurred related to Covid-19 safety measures for employees. Therefore, I cannot verify whether highlighting these costs as a key social responsibility achievement is accurate or misleading.",graphrag,3.0,4.0,4.0,4.0,2.0,3.4
Amazon increased its renewable energy portfolio by nearly 30% with 3.5 GW of new clean energy capacity.,amazon increased its renewable energy portfolio by nearly 30% with 3.5 gw of new clean energy capacity.,not_greenwashing,"The provided context demonstrates Amazon has been increasing its renewable energy capacity. Specifically, it states a capacity of 20 GW in 2022 (KPIObservation IDs: b5266fa3a5a0cf43, 373b4389107f0a1e) and a renewable energy capacity increase of 8 GW in 2022 (KPIObservation ID: 38bea5ae52d6d40d). While the claim states an increase of ""nearly 30%"" with ""3.5 GW"", this is consistent with the data provided, as 3.5 GW represents approximately 17.5% of the existing 20 GW capacity. The claim is therefore factually accurate based on the provided information.",graphrag,5.0,5.0,5.0,5.0,5.0,5.0
"Amazon introduces a new ""Plastic-Free Shipping"" option for customers to select at checkout.","amazon introduces a new ""plastic-free shipping"" option for customers to select at checkout.",abstain,"The provided context details various sustainability initiatives by Amazon related to packaging and delivery, including reductions in packaging weight and increases in recyclable materials. However, it does not provide information about the specifics of the ""Plastic-Free Shipping"" option – what constitutes ""plastic-free,"" what percentage of shipments qualify, or whether it's a genuinely plastic-free option or simply a reduction in plastic use. Without this information, I cannot verify the claim's accuracy.",graphrag,3.0,4.0,4.0,4.0,4.0,3.8
"Amazon introduces five electric Heavy Goods Vehicles (HGVs) into its UK fleet, aligning with the country's push for greener transportation.","amazon introduces five electric heavy goods vehicles (hgvs) into its uk fleet, aligning with the country's push for greener transportation.",not_greenwashing,"The provided context confirms that Amazon introduced five electric Heavy Goods Vehicles (HGVs) into its UK fleet in 2022 (KPIObservation with _node_key ""a864ff53932979ef""). This directly supports the claim and demonstrates a step towards greener transportation. While the scale is small (5 vehicles), the claim is factually accurate based on the provided data.",graphrag,5.0,5.0,5.0,5.0,5.0,5.0
Amazon is a global leader in environmental innovation thanks to its Climate Pledge and EV rollout.,amazon is a global leader in environmental innovation thanks to its climate pledge and ev rollout.,abstain,"The provided context details various sustainability-related initiatives and KPIs reported by Amazon, including funding pledges, renewable energy usage, and Climate Pledge participation. However, it does not provide enough information to verify the broad claim that Amazon is a ""global leader in environmental innovation"" or to assess the overall impact and effectiveness of its efforts. The context only presents specific data points, not a comprehensive evaluation of Amazon's environmental performance relative to other companies. The claim is too subjective and lacks quantifiable evidence within the provided context to be definitively labeled as greenwashing or not greenwashing.",graphrag,3.0,3.0,3.0,4.0,4.0,3.4
"Amazon is a leader in sustainability, driving a new bar for clean energy.","amazon is a leader in sustainability, driving a new bar for clean energy.",abstain,"The provided context details various sustainability-related KPIs reported by Amazon, such as renewable energy usage, reforestation funding, and waste reduction initiatives. However, it does not provide enough information to verify the broad claim that ""Amazon is a leader in sustainability, driving a new bar for clean energy."" The data points are specific achievements, but do not establish overall leadership or a new standard. Without a comparative analysis against industry peers or a clear definition of ""leader"" and ""new bar,"" I cannot determine if the claim is factually accurate or misleading.",graphrag,3.0,4.0,4.0,4.0,4.0,3.8
Amazon is a leading champion of social equity and diverse voices.,amazon is a leading champion of social equity and diverse voices.,abstain,"The provided context demonstrates Amazon has undertaken several initiatives related to social equity, including investments in affordable housing, increased representation of diverse groups in leadership, and pay equity analysis. However, the claim that Amazon is a ""leading champion"" is subjective and lacks a clear, verifiable metric. While the data shows positive steps, it doesn't definitively prove Amazon is a *leading* champion compared to other companies. The context provides evidence of efforts, but not a comparative ranking.",graphrag,4.0,4.0,4.0,4.0,4.0,4.0
Amazon is a net-zero carbon company across its global operations.,amazon is a net-zero carbon company across its global operations.,abstain,"The provided context indicates that Amazon aims to reach net-zero carbon across its operations by 2040 (KPIObservation with _node_key ""05b138b8ac9f2148""). The claim states Amazon *is* a net-zero carbon company *now*. While Amazon has made significant investments and achieved reductions in carbon emissions and increased renewable energy use (as evidenced by the numerous KPIObservations), the target year for net-zero is 2040. Therefore, the claim is not currently verifiable as factually accurate. However, it is not definitively *false* based on the provided context, as it could be interpreted as an aspirational statement. Without further information clarifying the current state of Amazon's carbon emissions, I must abstain.",graphrag,3.0,4.0,4.0,4.0,4.0,3.8
"Amazon is actively bringing new wind and solar projects online to power its offices, fulfillment centers, data centers, and stores.","amazon is actively bringing new wind and solar projects online to power its offices, fulfillment centers, data centers, and stores.",not_greenwashing,"The provided context contains numerous data points demonstrating Amazon's investments in and achievements related to wind and solar energy projects. Specifically, the data shows Amazon has 237 facilities with on-site solar (as of 2022), 80% of electricity needs at an Australian sort center are met by on-site solar, and contracted renewable energy projects can power 5.3 million U.S. homes. These KPIs support the claim that Amazon is actively bringing new wind and solar projects online.",graphrag,5.0,5.0,5.0,5.0,5.0,5.0
"Amazon is actively supporting the MSD Solutions Lab, a groundbreaking initiative established to prevent musculoskeletal disorders before they start.","amazon is actively supporting the msd solutions lab, a groundbreaking initiative established to prevent musculoskeletal disorders before they start.",not_greenwashing,"The provided context demonstrates Amazon's initiatives related to worker well-being, including musculoskeletal disorder prevention, disability inclusion, mental health support, and training programs. While the claim is broad, the context provides evidence of Amazon actively investing in programs that align with preventing musculoskeletal disorders. There is no evidence to suggest this claim is false or misleading.",graphrag,5.0,5.0,5.0,5.0,5.0,5.0
"Amazon is an ""early adopter"" of green hydrogen, leading the way in decarbonizing hard-to-abate sectors.","amazon is an ""early adopter"" of green hydrogen, leading the way in decarbonizing hard-to-abate sectors.",abstain,"The provided context contains numerous KPIs reported by Amazon, including projections for green hydrogen supply by 2025 (10950 tons) and a target of 40,000 forklifts fueled by green hydrogen by 2025. However, the context does not provide enough information to determine if Amazon is truly an ""early adopter"" or ""leading the way"" in decarbonizing hard-to-abate sectors. It lacks comparative data on other companies' green hydrogen initiatives or a broader assessment of Amazon's overall decarbonization efforts. The data points are specific targets and achievements, but don't support the claim of leadership.",graphrag,3.0,3.0,3.0,4.0,4.0,3.4
"Amazon is building ""sustainable communities"" by placing affordable homes near public transit.","amazon is building ""sustainable communities"" by placing affordable homes near public transit.",not_greenwashing,"The provided context demonstrates that Amazon is investing significantly in affordable housing initiatives, with over $2 billion committed and thousands of homes created or preserved. While the claim mentions ""sustainable communities,"" the context focuses on affordability and proximity to public transit, which are key components of sustainable community development. The evidence supports the claim that Amazon is actively working towards these goals.",graphrag,5.0,5.0,5.0,5.0,5.0,5.0
"Amazon is building a ""sustainable future"" by investing in diverse founders through its Catalytic Capital initiative.","amazon is building a ""sustainable future"" by investing in diverse founders through its catalytic capital initiative.",not_greenwashing,"The provided context demonstrates Amazon is actively investing in initiatives that support diverse founders and upskill employees. Specifically, the Catalytic Capital initiative is mentioned alongside KPIs showing investment in funds supporting marginalized entrepreneurs ($150 million in 2022) and a target of supporting 10 funds. These are concrete actions, not merely marketing claims.",graphrag,5.0,5.0,5.0,5.0,5.0,5.0
Amazon is building a more sustainable future by investing in women-led climate solutions.,amazon is building a more sustainable future by investing in women-led climate solutions.,not_greenwashing,"The provided context demonstrates Amazon is investing financially in initiatives that support women and climate solutions, as evidenced by commitments to funds like the USAID Climate Gender Equity Fund ($3M) and the Impact Accelerator ($250,000). While the claim is broad, the supporting data indicates Amazon is taking concrete steps in this area.",graphrag,5.0,5.0,5.0,5.0,5.0,5.0
"Amazon is committed to a future powered by green hydrogen, securing 10,950 tons per year, a significant step towards reducing its 95% reliance on fossil fuels.","amazon is committed to a future powered by green hydrogen, securing 10,950 tons per year, a significant step towards reducing its 95% reliance on fossil fuels.",not_greenwashing,"The context confirms that Amazon has secured 10,950 tons of green hydrogen per year through a partnership with Plug Power, enough to power 40,000 forklifts annually. This supports the claim that Amazon is committed to a future powered by green hydrogen and is taking steps to reduce its reliance on fossil fuels. The context also details Amazon's broader efforts to increase its use of renewable energy, with 90% of its electricity consumption attributable to renewable sources in 2022.",rag,5.0,5.0,5.0,5.0,5.0,5.0
"Amazon is committed to a sustainable future, ensuring communities worldwide have access to vital resources like clean water.","amazon is committed to a sustainable future, ensuring communities worldwide have access to vital resources like clean water.",not_greenwashing,"The provided context demonstrates Amazon has initiatives related to water access and sustainability, including a $10 million contribution to a Water & Climate Fund and a target to empower 1 million people with water access by 2025 (KPIObservation nodes: 04ad7182fccddd2b, c40128431abaa981). While the claim is broad, the context supports the idea that Amazon is actively working on initiatives related to providing access to clean water.",graphrag,5.0,5.0,5.0,5.0,5.0,5.0
Amazon is committed to achieving net-zero carbon across all its operations by 2040.,amazon is committed to achieving net-zero carbon across all its operations by 2040.,not_greenwashing,"The provided context includes multiple KPIObservation nodes (05b138b8ac9f2148, 1f5fa202f4b2984e, 374fd4e90cdffa9e, etc.) that explicitly state Amazon's target to achieve net-zero carbon across its operations by 2040. These observations are sourced from Amazon's 2022 reports. Therefore, the claim is factually accurate based on the provided evidence.",graphrag,5.0,5.0,5.0,5.0,5.0,5.0
Amazon is committed to being net-zero carbon across its operations by 2040.,amazon is committed to being net-zero carbon across its operations by 2040.,not_greenwashing,"The provided context includes multiple KPIObservation nodes (05b138b8ac9f2148, 1f5fa202f4b2984e, 374fd4e90cdffa9e, etc.) that explicitly state Amazon's target to achieve net-zero carbon across its operations by 2040. These observations are sourced from Amazon's 2022 reports. Therefore, the claim is factually accurate based on the provided evidence.",graphrag,5.0,5.0,5.0,5.0,5.0,5.0
"Amazon is committed to gender equity, ensuring women have an equal seat at the table in climate finance.","amazon is committed to gender equity, ensuring women have an equal seat at the table in climate finance.",abstain,"The provided context demonstrates Amazon tracks and reports on gender diversity metrics (both in leadership and overall workforce) and pay equity. It also shows a commitment to funding related to climate and gender equity. However, the claim refers to ensuring women have an ""equal seat at the table in climate finance,"" which is a qualitative statement. The provided data does not offer a verifiable metric to confirm or refute whether women have equal representation or influence in Amazon's climate finance decisions.",graphrag,3.0,4.0,4.0,4.0,4.0,3.8
Amazon is committed to powering all its global activities with 100% renewable energy by 2025.,amazon is committed to powering all its global activities with 100% renewable energy by 2025.,abstain,"The provided context contains various KPIs related to Amazon's renewable energy usage and targets, but it does not contain a direct statement confirming or denying the claim that ""Amazon is committed to powering all its global activities with 100% renewable energy by 2025."" While the data shows progress towards renewable energy, it doesn't explicitly verify the 2025 commitment. There are targets for 2030 and 2040, but not a definitive statement about 2025.",graphrag,3.0,4.0,4.0,4.0,4.0,3.8
Amazon is committed to providing free cloud computing skills training to 29 million people around the world by 2025.,amazon is committed to providing free cloud computing skills training to 29 million people around the world by 2025.,not_greenwashing,"The provided context includes multiple KPIObservation nodes that directly support the claim. Specifically, node ""08f92da624885a9b"" states Amazon's target is to provide cloud computing skills training to 29 million people by 2025, and node ""0e3e86d9ba91205b"" confirms this is a target for the number of people provided with free skills training globally. These data points, sourced from Amazon's own reports, verify the claim's accuracy.",graphrag,5.0,5.0,5.0,5.0,5.0,5.0
"Amazon is committed to reaching net-zero carbon emissions by 2040, a decade ahead of the Paris Agreement's target.","amazon is committed to reaching net-zero carbon emissions by 2040, a decade ahead of the paris agreement's target.",not_greenwashing,"The provided context includes multiple KPIObservation nodes (1f5fa202f4b2984e, 7c0c605283db6930, f12f867d32b85d71, etc.) that explicitly state Amazon's target to reach net-zero carbon emissions by 2040. These targets are documented in Amazon's reports (e.g., amazon_2022.pdf). Therefore, the claim is factually accurate based on the provided evidence. The claim that this is ""a decade ahead of the Paris Agreement's target"" is also verifiable as the Paris Agreement aims for net-zero by 2050.",graphrag,5.0,5.0,5.0,5.0,5.0,5.0
Amazon is deploying new electric delivery vehicles built with Rivian as part of its net-zero by 2040 commitment.,amazon is deploying new electric delivery vehicles built with rivian as part of its net-zero by 2040 commitment.,not_greenwashing,"The provided context confirms that Amazon is deploying electric delivery vehicles built with Rivian and has targets for increasing the number of these vehicles in its fleet. Specifically, Amazon aims to have 100,000 Rivian electric delivery vans on the road by 2030 (as evidenced by multiple KPIObservation nodes). As of 2022, Amazon already has 2600 Rivian vans on the road. This supports the claim that Amazon is deploying these vehicles as part of its net-zero commitment.",graphrag,5.0,5.0,5.0,5.0,5.0,5.0
Amazon is expanding its use of electric vehicles for package deliveries in North America.,amazon is expanding its use of electric vehicles for package deliveries in north america.,not_greenwashing,"The provided context details Amazon's expansion of electric vehicles for package deliveries in North America and Europe, including specific numbers (over 9,000 EVs in the fleet, 2,600 Rivian vans in the US by the end of 2022, plans for 100,000 EVs by 2030) and ongoing investments. This supports the claim that Amazon is expanding its use of electric vehicles. The context also mentions other initiatives like RNG trucks and micromobility solutions, demonstrating a broader effort to reduce emissions.",rag,5.0,5.0,5.0,5.0,5.0,5.0
"Amazon is helping address the critical need for affordable housing in King County by funding 1,200 new units.","amazon is helping address the critical need for affordable housing in king county by funding 1,200 new units.",not_greenwashing,"The provided context demonstrates Amazon has committed significant resources to affordable housing initiatives, including funding for 3078 homes in the Puget Sound region and a total commitment of $2 billion through the Amazon Housing Equity Fund. While the claim specifies 1,200 new units, the broader context confirms substantial investment in affordable housing, supporting the claim's general accuracy.",graphrag,5.0,5.0,5.0,5.0,5.0,5.0
Amazon is helping diverse founders get the capital they need through its new investment funds.,amazon is helping diverse founders get the capital they need through its new investment funds.,not_greenwashing,"The provided context demonstrates that Amazon has made significant financial commitments and achieved measurable results in supporting diverse founders and upskilling employees. Specifically, the context details investments in funds supporting marginalized entrepreneurs ($150 million in 2022), a $50 million commitment to a Female Founder Initiative, and investments through the Amazon Housing Equity Fund. These are concrete actions supporting the claim that Amazon is helping diverse founders access capital.",graphrag,5.0,5.0,5.0,5.0,5.0,5.0
Amazon is helping solve Nashville's affordable housing crisis through its new investments.,amazon is helping solve nashville's affordable housing crisis through its new investments.,not_greenwashing,"The provided context demonstrates that Amazon has committed significant financial resources ($2 billion) and achieved tangible results (1107 homes in Nashville, 3078 in Puget Sound region) through its Amazon Housing Equity Fund. These investments are documented through KPIObservation data points, indicating concrete actions towards addressing affordable housing issues in specific locations. While the claim is broad (""solve Nashville's affordable housing crisis""), the evidence supports that Amazon *is helping* address the crisis, making the claim factually accurate to a degree.",graphrag,5.0,5.0,5.0,5.0,5.0,5.0
Amazon is installing thousands of EV chargers at its facilities across Europe to support its electric fleet.,amazon is installing thousands of ev chargers at its facilities across europe to support its electric fleet.,not_greenwashing,"The provided context demonstrates that Amazon is actively investing in and deploying electric vehicles (EVs) across its European facilities and globally. Multiple KPIObservation entries confirm the installation of thousands of EVs and targets for future expansion, supporting the claim that Amazon is installing EV chargers to support its electric fleet.",graphrag,5.0,5.0,5.0,5.0,5.0,5.0
Amazon is investing $2 billion through its Climate Pledge Fund to accelerate decarbonizing services and solutions.,amazon is investing $2 billion through its climate pledge fund to accelerate decarbonizing services and solutions.,not_greenwashing,"The provided context includes multiple KPIObservation nodes that directly support the claim. Specifically, node ""_node_key"": ""a2098447c11998e8"" states ""Climate Pledge Fund Investment"" with a value of ""2 billion USD"". Node ""_node_key"": ""f39f7ad2ce1a75b3"" also confirms a ""2 billion USD"" ""Investment in Climate Pledge Fund"". This verifies the claim's factual accuracy.",graphrag,5.0,5.0,5.0,5.0,5.0,5.0
Amazon is investing heavily in a nationwide charging infrastructure to support its growing electric delivery fleet.,amazon is investing heavily in a nationwide charging infrastructure to support its growing electric delivery fleet.,not_greenwashing,"The provided context demonstrates Amazon has set targets and achieved milestones related to electric vehicles for its delivery fleet, including a target of 100,000 vehicles by 2030 and 9,000 vehicles as of 2022. This supports the claim that Amazon is investing in a nationwide charging infrastructure to support its growing electric delivery fleet. While the context doesn't *explicitly* state investment in charging infrastructure, the increase in EVs logically necessitates such investment.",graphrag,5.0,5.0,5.0,5.0,5.0,5.0
Amazon is investing over $1.3 billion in Rivian through its Climate Pledge Fund to facilitate a zero-carbon economy.,amazon is investing over $1.3 billion in rivian through its climate pledge fund to facilitate a zero-carbon economy.,not_greenwashing,"The provided context includes multiple KPIObservations demonstrating Amazon's investments through its Climate Pledge Fund, totaling billions of dollars. Specifically, the context shows a $2 billion investment in the Climate Pledge Fund (node_key: a2098447c11998e8) and other related investments. This directly supports the claim that Amazon is investing over $1.3 billion through the fund.",graphrag,5.0,5.0,5.0,5.0,5.0,5.0
"Amazon is investing to ""deliver packages to customers with zero emissions.""","amazon is investing to ""deliver packages to customers with zero emissions.""",not_greenwashing,"The provided context demonstrates that Amazon is making investments towards reducing emissions and has set targets for net-zero carbon emissions. Specifically, they are investing 1 billion EUR in a European zero-emissions fleet (as of 2022) and have targets for reducing carbon emissions by 2025 and 2040. While the claim is broad, the evidence supports Amazon taking concrete steps towards reducing emissions in their delivery operations.",graphrag,5.0,5.0,5.0,5.0,5.0,5.0
Amazon is leveraging its global platform to help customers make more sustainable choices when buying goods.,amazon is leveraging its global platform to help customers make more sustainable choices when buying goods.,not_greenwashing,"The provided context demonstrates that Amazon is actively engaged in various sustainability initiatives and reports on its progress through KPIs. While the claim is broad, the context supports the idea that Amazon is making efforts to enable more sustainable choices for its customers, as evidenced by initiatives related to renewable energy, sustainable sourcing, and upskilling employees. The context does not contain any evidence contradicting the claim.",graphrag,5.0,5.0,5.0,5.0,5.0,5.0
Amazon is making excellent progress towards its goal of achieving net zero GHG emissions by 2040.,amazon is making excellent progress towards its goal of achieving net zero ghg emissions by 2040.,abstain,"The provided context shows Amazon has set targets and achieved some reductions in GHG emissions, and is working towards a net-zero goal by 2040. However, the context does not provide enough information to definitively assess whether ""excellent progress"" is being made. The data points provided are specific metrics (e.g., carbon intensity, percentage reductions) but do not offer an overall evaluation of progress against the 2040 target. Without a comprehensive assessment, I cannot verify the claim's accuracy.",graphrag,3.0,4.0,4.0,4.0,4.0,3.8
Amazon is making its entire business more socially responsible through its Housing Equity Fund.,amazon is making its entire business more socially responsible through its housing equity fund.,not_greenwashing,"The provided context demonstrates that Amazon has committed significant resources to its Housing Equity Fund, including financial investments ($2 billion pledge, $1.6 billion committed as of 2022) and tangible outcomes (homes created, people impacted). These are verifiable KPIs reported by Amazon. The claim that Amazon is making its business more socially responsible through this fund is supported by the evidence.",graphrag,5.0,5.0,5.0,5.0,5.0,5.0
Amazon is making the world a better place by investing in global water security.,amazon is making the world a better place by investing in global water security.,not_greenwashing,"The provided context demonstrates that Amazon is actively investing in global water security through various initiatives, including funding Water.org, contributing to the Water & Climate Fund, improving water use efficiency in its data centers, and achieving water neutrality in its Indian facilities. These are verifiable actions with specific targets and achievements. While the claim is broad, the supporting evidence indicates genuine efforts towards water security.",graphrag,5.0,5.0,5.0,5.0,5.0,5.0
Amazon is on track to power 100% of its activities with renewable energy by 2025.,amazon is on track to power 100% of its activities with renewable energy by 2025.,not_greenwashing,"The provided context includes multiple KPIObservations demonstrating Amazon's progress towards 100% renewable energy. Specifically, data from 2020 (65%), 2021 (85% and 90%), and 2022 (90%) show a clear upward trend. Amazon has a target to reach 100% by 2025 and 2030, and a longer-term target for 2040. While the claim doesn't specify *how* they will achieve this, the data supports the statement that they are ""on track.",graphrag,5.0,5.0,5.0,5.0,5.0,5.0
"Amazon is on track to power 100% of its business with renewable energy by 2025, ahead of its original 2030 goal.","amazon is on track to power 100% of its business with renewable energy by 2025, ahead of its original 2030 goal.",not_greenwashing,"The provided context includes multiple KPIObservations demonstrating Amazon's progress towards 100% renewable energy. Specifically, data from ""amazon_2022.pdf"" shows a trajectory of increasing renewable energy usage (42% in 2019, 65% in 2020, 85% in 2021, 90% in 2022) and a target of 100% by 2025, which is ahead of their original 2030 goal. This supports the claim that Amazon is on track to meet its renewable energy goals.",graphrag,5.0,5.0,5.0,5.0,5.0,5.0
"Amazon is on track to power 100% of its company activities with renewable energy by 2025, five years ahead of its original goal.","amazon is on track to power 100% of its company activities with renewable energy by 2025, five years ahead of its original goal.",not_greenwashing,"The provided context includes multiple KPIObservations demonstrating Amazon's progress towards 100% renewable energy. Specifically, data from 2020 (65%), 2021 (85% and 90%), and 2022 (90%) show a clear upward trend. Amazon has a target of 100% by 2025, which is five years ahead of their original goal. This claim is supported by verifiable data.",graphrag,5.0,5.0,5.0,5.0,5.0,5.0
Amazon is on track to power 100% of its company activities with renewable energy by 2025.,amazon is on track to power 100% of its company activities with renewable energy by 2025.,not_greenwashing,"The provided context includes multiple KPIObservations demonstrating Amazon's progress towards 100% renewable energy. Specifically, KPIObservation ""098172f32d32d003"" states a target of 100% renewable electricity by 2025, and KPIObservation ""e026e77a8372b28c"" shows they were at 90% in 2022. This supports the claim that Amazon is on track to meet its goal.",graphrag,5.0,5.0,5.0,5.0,5.0,5.0
Amazon is on track to power 100% of its company activities with renewables by 2025.,amazon is on track to power 100% of its company activities with renewables by 2025.,not_greenwashing,"The provided context includes multiple KPIObservations demonstrating Amazon's progress towards powering its operations with renewable energy. Specifically, the data shows a target of 100% renewable energy for company activities by 2025 (node 098172f32d32d003) and 100% for operations by 2030 (node 420ad089ae3d0437). Furthermore, the data shows Amazon is already at 90% renewable energy as of 2022 (node 93a6e73e50290471). This evidence supports the claim that Amazon is on track to meet its 2025 goal.",graphrag,5.0,5.0,5.0,5.0,5.0,5.0
Amazon is projected to achieve 100% renewable energy across its business by 2025.,amazon is projected to achieve 100% renewable energy across its business by 2025.,not_greenwashing,"The provided context consistently demonstrates Amazon's progress towards 100% renewable energy, stating they were at 90% in 2022 and remain ""on a path to reach 100% by 2025."" The context details significant investments in renewable energy projects, exceeding 20 GW of clean energy capacity, and highlights their position as the largest corporate purchaser of renewable energy. This supports the claim that they are projected to achieve 100% renewable energy by 2025.",rag,5.0,5.0,5.0,5.0,5.0,5.0
Amazon is reducing domestic transport emissions in Germany by replacing diesel trucks with electric ones.,amazon is reducing domestic transport emissions in germany by replacing diesel trucks with electric ones.,not_greenwashing,"The provided context demonstrates Amazon is actively investing in and deploying electric vehicles, particularly in Germany and India, and has targets for increasing their use. While the context doesn't provide a comprehensive emissions reduction calculation, it confirms the replacement of diesel trucks with electric ones is occurring. Therefore, the claim is factually accurate based on the available evidence.",graphrag,5.0,5.0,5.0,5.0,5.0,5.0
Amazon is reducing its carbon footprint by using green hydrogen to power thousands of forklifts.,amazon is reducing its carbon footprint by using green hydrogen to power thousands of forklifts.,not_greenwashing,"The provided context confirms that Amazon has a deal to procure enough green hydrogen to fuel 40,000 forklifts annually by 2025. This directly supports the claim that Amazon is using green hydrogen to power thousands of forklifts. The context also details Amazon's broader efforts to reduce its carbon footprint, including investments in renewable energy and electric vehicles, further validating the claim's alignment with Amazon's sustainability initiatives.",rag,5.0,5.0,5.0,5.0,5.0,5.0
"Amazon is supporting funds like Collide Capital, which has already backed many companies led by Black, Latino, and female founders.","amazon is supporting funds like collide capital, which has already backed many companies led by black, latino, and female founders.",not_greenwashing,"The provided context demonstrates that Amazon has invested $150 million in funds that support marginalized entrepreneurs, including Black, Latino, and female founders (KPIObservation node 55e74c0d771bfcd5). This directly supports the claim that Amazon is supporting such funds. While the context focuses on financial investments and doesn't detail the success of the companies backed by these funds, it verifies that the support is occurring.",graphrag,5.0,5.0,5.0,5.0,5.0,5.0
Amazon is the largest corporate purchaser of renewable energy globally.,amazon is the largest corporate purchaser of renewable energy globally.,not_greenwashing,"The provided context from the knowledge graph includes two SustainabilityClaims stating that ""Amazon is the world’s largest corporate purchaser of renewable energy"" (dated 2022) and ""Amazon remains the largest corporate buyer of renewable energy for the third year in a row"" (dated 2022). These claims are supported by data points showing significant investment and achievement in renewable energy, including 90% of operations powered by renewable electricity in 2022 and a target of 100% by 2030. Therefore, the claim is factually accurate based on the provided evidence.",graphrag,5.0,5.0,5.0,5.0,5.0,5.0
"Amazon launches its Catalytic Capital initiative, investing $150 million to support underrepresented entrepreneurs.","amazon launches its catalytic capital initiative, investing $150 million to support underrepresented entrepreneurs.",not_greenwashing,"The provided context confirms that Amazon launched the Catalytic Capital initiative with a $150 million investment to support underrepresented entrepreneurs. The context details the focus on Black, Latino/a/x, Indigenous, women, and LGBTQIA+ founders, and outlines plans to support over 10 funds and 200 companies. This demonstrates a concrete investment and commitment, and the claim is factually accurate based on the provided information.",rag,5.0,5.0,5.0,5.0,5.0,5.0
