claim,claim_norm,label,justification,Informativeness,Logicality,Objectivity,Readability,Accuracy,OverallScore
"Burberry Foundation's programmes aim to support communities and tackle systemic waste issues, contributing to the sustainability of Burberry's operations.","burberry foundation's programmes aim to support communities and tackle systemic waste issues, contributing to the sustainability of burberry's operations.",abstain,"No context provided. While the claim states the Burberry Foundation's aims, it lacks specific details about the programmes, their impact, or how they contribute to Burberry's sustainability. Without further information, I cannot verify the claim's accuracy.",1.0,1.0,1.0,1.0,1.0,1.0
"Burberry claims that the training programme will enhance herders' income through sustainable practices, but the broader community and environmental benefits are not quantified, making it unclear if the programme truly contributes to sustainable development.","burberry claims that the training programme will enhance herders' income through sustainable practices, but the broader community and environmental benefits are not quantified, making it unclear if the programme truly contributes to sustainable development.",abstain,"The claim states that benefits are 'not quantified,' meaning there is no verifiable information to confirm or deny the claim's accuracy. The lack of quantifiable data prevents a determination of greenwashing or not.",3.0,4.0,4.0,4.0,5.0,4.0
"Burberry reports that the training programme aims to enhance herders' income through sustainable practices, with specific metrics such as cashmere and livestock production per herder and price-adjusted income per goat, indicating a commitment to measurable improvements in livelihoods and environmental sustainability.","burberry reports that the training programme aims to enhance herders' income through sustainable practices, with specific metrics such as cashmere and livestock production per herder and price-adjusted income per goat, indicating a commitment to measurable improvements in livelihoods and environmental sustainability.",not_greenwashing,"The claim states that Burberry's training programme aims to enhance herders' income through sustainable practices, with specific metrics such as cashmere and livestock production per herder and price-adjusted income per goat. This indicates a commitment to measurable improvements in livelihoods and environmental sustainability, which is a factual statement about the programme's goals and metrics.",5.0,5.0,5.0,5.0,5.0,5.0
"Burberry has treated and vaccinated over 233,741 cashmere goats and 264,203 other livestock as part of a health and welfare program.","burberry has treated and vaccinated over 233,741 cashmere goats and 264,203 other livestock as part of a health and welfare program.",not_greenwashing,"The claim states a specific number of animals treated and vaccinated as part of a welfare program. Without any contradictory information, this claim is considered factually accurate.",5.0,5.0,5.0,5.0,5.0,5.0
"Burberry's collaboration with Oxfam and PUR Projet in Afghanistan has led to a 136% increase in cashmere collection volume, showcasing the company's commitment to sustainable and ethical sourcing.","burberry's collaboration with oxfam and pur projet in afghanistan has led to a 136% increase in cashmere collection volume, showcasing the company's commitment to sustainable and ethical sourcing.",abstain,"No context is provided. While the claim describes a collaboration and a percentage increase in cashmere collection, I lack the information to verify the sustainability or ethical implications of this increase or the overall impact of the collaboration. I cannot determine if this claim is factually accurate or misleading without further information.",1.0,1.0,1.0,1.0,1.0,1.0
"Burberry's initiative in Afghanistan has made the cashmere industry more sustainable by increasing the volume of cashmere collected, without mentioning any negative environmental impacts of cashmere production.","burberry's initiative in afghanistan has made the cashmere industry more sustainable by increasing the volume of cashmere collected, without mentioning any negative environmental impacts of cashmere production.",greenwashing,"The claim focuses solely on increased cashmere collection volume, implying sustainability, while omitting any discussion of the environmental impacts associated with cashmere production (e.g., overgrazing, land degradation, water usage). This presents a partial truth as a whole, suggesting sustainability without addressing the full picture.",3.0,2.0,3.0,4.0,2.0,2.8
Burberry claims to be on track to achieve carbon neutrality in its own operational energy use by 2022 without providing specific metrics or evidence of progress.,burberry claims to be on track to achieve carbon neutrality in its own operational energy use by 2022 without providing specific metrics or evidence of progress.,abstain,"No context is provided. Without specific metrics or evidence of progress, I cannot verify whether Burberry's claim of carbon neutrality by 2022 is accurate or misleading.",1.0,1.0,1.0,1.0,1.0,1.0
"Burberry aims to achieve carbon neutrality in its own operational energy use by 2022 and has already reduced market-based emissions by 92% since 2016, indicating a strong commitment to reducing emissions.","burberry aims to achieve carbon neutrality in its own operational energy use by 2022 and has already reduced market-based emissions by 92% since 2016, indicating a strong commitment to reducing emissions.",not_greenwashing,"The claim states Burberry aims for carbon neutrality and has reduced emissions by 92% since 2016. Without additional context, I cannot verify the claim, but it does not present any immediately verifiable falsehoods.",3.0,4.0,4.0,4.0,5.0,4.0
Burberry claims to have reduced market-based emissions by 92% since 2016 without providing specific details on how this reduction was achieved or any third-party verification.,burberry claims to have reduced market-based emissions by 92% since 2016 without providing specific details on how this reduction was achieved or any third-party verification.,greenwashing,The claim states a significant reduction in emissions (92%) but lacks transparency regarding the methods used to achieve this reduction and lacks third-party verification. This suggests the claim may be presenting a partial truth without providing a complete picture of Burberry's environmental impact.,3.0,2.0,3.0,4.0,4.0,3.2
"Burberry has reduced market-based emissions by 92% since 2016, and this reduction is supported by detailed reports and third-party verification from the Carbon Disclosure Project.","burberry has reduced market-based emissions by 92% since 2016, and this reduction is supported by detailed reports and third-party verification from the carbon disclosure project.",not_greenwashing,"The claim states a significant emissions reduction (92% since 2016) and importantly, specifies that this reduction is 'supported by detailed reports and third-party verification from the Carbon Disclosure Project.' This indicates the claim is based on verifiable data and independent assessment, making it factually accurate based on the information provided.",5.0,5.0,5.0,5.0,5.0,5.0
"** Burberry claims to balance emissions by investing in insetting projects, but the term ""balancing emissions"" is vague and does not specify the metrics or definitions used to measure the impact of these projects.","** burberry claims to balance emissions by investing in insetting projects, but the term ""balancing emissions"" is vague and does not specify the metrics or definitions used to measure the impact of these projects.",abstain,"The claim mentions 'balancing emissions' and the vagueness of the term, but does not provide enough information to determine if Burberry's claim is factually inaccurate. Without knowing the specific metrics or definitions used, it's impossible to verify if the claim is misleading.",3.0,4.0,4.0,4.0,4.0,3.8
"** Burberry invests in insetting projects through The Burberry Regeneration Fund, which includes verified carbon offsetting and insetting projects that store carbon, promote biodiversity, and support local producers. The company provides details on a specific pilot project with PUR Projet in Australia.","** burberry invests in insetting projects through the burberry regeneration fund, which includes verified carbon offsetting and insetting projects that store carbon, promote biodiversity, and support local producers. the company provides details on a specific pilot project with pur projet in australia.",not_greenwashing,"The claim states Burberry invests in insetting projects through a fund, and provides details on a pilot project with PUR Projet. This suggests a verifiable initiative, and without evidence to the contrary, the claim is considered factually accurate.",5.0,5.0,5.0,5.0,5.0,5.0
"** Burberry supports a portfolio of carbon insetting and verified carbon offsetting projects through The Burberry Regeneration Fund, which includes specific initiatives like regenerative agricultural practices with wool producers in Australia. These projects aim to store carbon, promote biodiversity, and support local producers.","** burberry supports a portfolio of carbon insetting and verified carbon offsetting projects through the burberry regeneration fund, which includes specific initiatives like regenerative agricultural practices with wool producers in australia. these projects aim to store carbon, promote biodiversity, and support local producers.",not_greenwashing,"The claim states Burberry supports carbon insetting and offsetting projects through a specific fund, including regenerative agricultural practices. This is a verifiable sustainability initiative and does not appear to be misleading based on the information provided.",5.0,5.0,5.0,5.0,5.0,5.0
"Burberry aims to reduce its absolute scope 1 and 2 GHG emissions by 95% by 2022, which sounds impressive but does not specify how this target aligns with the company's overall business strategy or provide evidence of progress towards this goal.","burberry aims to reduce its absolute scope 1 and 2 ghg emissions by 95% by 2022, which sounds impressive but does not specify how this target aligns with the company's overall business strategy or provide evidence of progress towards this goal.",abstain,"The claim states an emissions reduction target, but the context only points out that it 'sounds impressive but does not specify how this target aligns with the company's overall business strategy or provide evidence of progress towards this goal.' This is a critique of the claim's lack of detail, not a factual disproof or verification of the target itself. I cannot determine if the target is achievable or if Burberry is making progress towards it.",3.0,3.0,3.0,4.0,4.0,3.4
"Burberry has set a science-based target to reduce its absolute scope 1 and 2 GHG emissions by 95% by 2022, aligning with the Paris Agreement's 1.5°C pathway, and has publicly disclosed its progress towards this target.","burberry has set a science-based target to reduce its absolute scope 1 and 2 ghg emissions by 95% by 2022, aligning with the paris agreement's 1.5°c pathway, and has publicly disclosed its progress towards this target.",not_greenwashing,"The claim states Burberry has set a science-based target to reduce GHG emissions by 95% by 2022, aligning with the Paris Agreement. This is a specific, measurable goal and the claim states progress is publicly disclosed. Without evidence to the contrary, this appears to be a legitimate sustainability commitment.",5.0,5.0,5.0,5.0,5.0,5.0
"Burberry claims to reduce its scope 3 emissions by 30% by 2030, but this target is not clearly defined or supported by specific actions or metrics, making it difficult to assess the company's commitment to this goal.","burberry claims to reduce its scope 3 emissions by 30% by 2030, but this target is not clearly defined or supported by specific actions or metrics, making it difficult to assess the company's commitment to this goal.",abstain,"The claim states a target reduction but acknowledges it lacks clear definition and supporting metrics. Without further information on Burberry's methodology, baseline emissions, or planned actions, I cannot verify the factual accuracy or misleading nature of the claim.",3.0,4.0,4.0,4.0,4.0,3.8
"Burberry is passionate about renewable energy and sources 93% of its electricity from renewable sources, aiming for 100% by 2022.","burberry is passionate about renewable energy and sources 93% of its electricity from renewable sources, aiming for 100% by 2022.",abstain,No context provided. I do not have access to Burberry's energy consumption data or verification of their renewable energy sourcing to confirm the 93% claim or their progress towards the 100% goal.,1.0,1.0,1.0,1.0,1.0,1.0
"Burberry is a leader in renewable energy use, achieving 93% renewable electricity and recognized by CDP for stimulating demand in the supply chain.","burberry is a leader in renewable energy use, achieving 93% renewable electricity and recognized by cdp for stimulating demand in the supply chain.",abstain,"No context provided. While Burberry's claim of renewable energy use and CDP recognition sounds positive, I lack the verifiable information to confirm the accuracy of the 93% figure or the specifics of their supply chain engagement. I cannot determine if this is greenwashing or not without further evidence.",3.0,2.0,3.0,4.0,2.0,2.8
Burberry is a member of RE100 and has been recognized by CDP for its efforts in promoting renewable energy in its supply chain.,burberry is a member of re100 and has been recognized by cdp for its efforts in promoting renewable energy in its supply chain.,not_greenwashing,"Based on internal knowledge, RE100 is a legitimate initiative where companies commit to 100% renewable electricity, and CDP (formerly the Carbon Disclosure Project) is a respected organization that assesses companies' environmental performance. Being a member of RE100 and recognized by CDP suggests genuine efforts towards renewable energy, and does not appear to be misleading.",5.0,5.0,5.0,5.0,5.0,5.0
Burberry created a renewable energy guide for its Italian suppliers to promote the use of renewable energy.,burberry created a renewable energy guide for its italian suppliers to promote the use of renewable energy.,not_greenwashing,"The claim states that Burberry created a guide for its suppliers. This is a voluntary action and does not appear to be misleading. Without further context, there is no evidence to suggest this is greenwashing.",3.0,4.0,4.0,4.0,5.0,4.0
"Burberry claims to be making fashion supply chains more sustainable by working with the Apparel Impact Institute, but this initiative is vague and does not specify any concrete metrics or outcomes.","burberry claims to be making fashion supply chains more sustainable by working with the apparel impact institute, but this initiative is vague and does not specify any concrete metrics or outcomes.",abstain,"The claim states that the initiative is 'vague' and lacks 'concrete metrics or outcomes.' This is an assessment of the quality of the initiative, not a verifiable factual claim. I cannot determine if Burberry is misleadingly presenting its sustainability efforts without specific evidence of false or inaccurate statements.",3.0,2.0,3.0,4.0,4.0,3.2
"Burberry is collaborating with the Apparel Impact Institute and other luxury brands to establish a platform for Italian manufacturers to coordinate and fund environmental programs, aiming for measurable impact in the fashion industry's supply chains.","burberry is collaborating with the apparel impact institute and other luxury brands to establish a platform for italian manufacturers to coordinate and fund environmental programs, aiming for measurable impact in the fashion industry's supply chains.",not_greenwashing,The claim describes a collaborative effort to fund environmental programs within the fashion industry's supply chains. This is a verifiable initiative and does not appear to be misleading based on the information provided.,5.0,5.0,5.0,5.0,5.0,5.0
"Burberry claims to be contributing to climate action training for the fashion industry's supply chain, but this is merely fulfilling a legal obligation and not a voluntary sustainability initiative.","burberry claims to be contributing to climate action training for the fashion industry's supply chain, but this is merely fulfilling a legal obligation and not a voluntary sustainability initiative.",greenwashing,"The claim states that Burberry's climate action training is a legal obligation, not a voluntary initiative. This misrepresents a mandatory action as a voluntary contribution to sustainability, fitting the definition of Type 2 greenwashing.",5.0,5.0,5.0,5.0,5.0,5.0
"Burberry is actively participating in the UN Climate Change's Manufacturing and Energy Working Group and contributing to the development of climate action training for the fashion industry's supply chain, demonstrating a commitment to voluntary sustainability beyond legal requirements.","burberry is actively participating in the un climate change's manufacturing and energy working group and contributing to the development of climate action training for the fashion industry's supply chain, demonstrating a commitment to voluntary sustainability beyond legal requirements.",not_greenwashing,"The claim states Burberry is voluntarily participating in a UN working group and developing training programs, indicating a proactive effort beyond legal obligations. Without evidence to the contrary, this appears to be a genuine sustainability initiative.",5.0,5.0,5.0,5.0,5.0,5.0
"Burberry has reduced its scope 1 and 2 emissions by 84% compared to FY 2016/17, showcasing the company's commitment to sustainability.","burberry has reduced its scope 1 and 2 emissions by 84% compared to fy 2016/17, showcasing the company's commitment to sustainability.",abstain,"No context provided. I do not have access to Burberry's emissions data or sustainability reports to verify the accuracy of the 84% reduction claim. Without supporting evidence, I cannot determine if this claim is factually accurate.",1.0,1.0,1.0,1.0,1.0,1.0
"Burberry has achieved an 84% reduction in scope 1 and 2 emissions, making the company a leader in sustainability.","burberry has achieved an 84% reduction in scope 1 and 2 emissions, making the company a leader in sustainability.",abstain,No context provided. I do not have access to Burberry's emissions data or independent verification of their reported reduction to determine the accuracy of this claim.,1.0,1.0,1.0,1.0,1.0,1.0
"Burberry has reduced its scope 3 emissions from purchased goods and services by nearly 8,700 tonnes, demonstrating a commitment to sustainable procurement practices.","burberry has reduced its scope 3 emissions from purchased goods and services by nearly 8,700 tonnes, demonstrating a commitment to sustainable procurement practices.",abstain,"No context provided. I do not have access to Burberry's emissions data or procurement practices to verify the claim of an 8,700-tonne reduction in scope 3 emissions.",1.0,1.0,1.0,1.0,1.0,1.0
"Burberry's sustainable procurement practices have led to a significant reduction in emissions, making the company a pioneer in sustainable fashion.","burberry's sustainable procurement practices have led to a significant reduction in emissions, making the company a pioneer in sustainable fashion.",abstain,"No context provided. I lack the specific, verifiable information about Burberry's procurement practices, emissions reductions, and industry comparisons to determine if the claim is factually accurate or misleading.",1.0,1.0,1.0,1.0,1.0,1.0
"Burberry claims to source 78% of its cotton more sustainably, but the term ""sustainable"" is vague and lacks specific metrics or definitions.","burberry claims to source 78% of its cotton more sustainably, but the term ""sustainable"" is vague and lacks specific metrics or definitions.",abstain,"The claim uses the term 'more sustainably' which is vague and lacks specific, verifiable metrics. Without a clear definition of what constitutes 'sustainable' cotton sourcing for Burberry, I cannot determine if the claim is factually accurate or misleading.",3.0,4.0,4.0,4.0,5.0,4.0
"Burberry aims to source 100% certified organic cotton by 2025, a specific and measurable target.","burberry aims to source 100% certified organic cotton by 2025, a specific and measurable target.",not_greenwashing,"The claim states a specific, measurable target (100% certified organic cotton by 2025). Without evidence to the contrary, this is a legitimate sustainability goal and not inherently misleading.",5.0,5.0,5.0,5.0,5.0,5.0
Burberry presents its formalization of the organic cotton ambition as a significant achievement without mentioning that it is part of broader industry trends and legal requirements.,burberry presents its formalization of the organic cotton ambition as a significant achievement without mentioning that it is part of broader industry trends and legal requirements.,greenwashing,"The claim suggests Burberry is taking a voluntary initiative, but the context indicates it's part of broader industry trends and legal requirements. This misrepresents a compliance issue as a voluntary sustainability achievement.",3.0,4.0,4.0,4.0,5.0,4.0
"Burberry has formalized its ambition to source 100% certified organic cotton by 2025, demonstrating a clear commitment to sustainability.","burberry has formalized its ambition to source 100% certified organic cotton by 2025, demonstrating a clear commitment to sustainability.",abstain,"No context provided. While Burberry has stated this ambition, I do not have verifiable information about their progress towards this goal, their current sourcing practices, or the certifications they are using to verify organic cotton sourcing. Therefore, I cannot determine if this claim is accurate or misleading.",1.0,1.0,1.0,1.0,1.0,1.0
** We are engaging our creative community through training on circular design and have hosted a range of product disassembly workshops to help teams better understand how the lives of our products can be extended.,** we are engaging our creative community through training on circular design and have hosted a range of product disassembly workshops to help teams better understand how the lives of our products can be extended.,abstain,"No context provided. While the claim describes positive initiatives, it lacks specific, verifiable details about the scope, impact, or outcomes of the training and workshops. Without further information, I cannot determine if this constitutes greenwashing or is a genuine sustainability effort.",3.0,2.0,3.0,4.0,2.0,2.8
"** As a core partner of the Ellen MacArthur Foundation’s Make Fashion Circular initiative, we helped shape the vision for circular fashion and have contributed to its Circular Design Guide for Fashion, a valuable resource for the fashion and textiles industry.","** as a core partner of the ellen macarthur foundation’s make fashion circular initiative, we helped shape the vision for circular fashion and have contributed to its circular design guide for fashion, a valuable resource for the fashion and textiles industry.",not_greenwashing,"The claim states a partnership and contribution to a guide, which doesn't inherently imply a false or misleading statement. Being a partner and contributor to the Ellen MacArthur Foundation's initiative is a verifiable action, not a claim about a product's environmental benefit.",5.0,5.0,5.0,5.0,5.0,5.0
"** We are a core partner of the Ellen MacArthur Foundation’s Make Fashion Circular initiative, which involves actively participating in shaping the vision for circular fashion and contributing to the Circular Design Guide for Fashion.","** we are a core partner of the ellen macarthur foundation’s make fashion circular initiative, which involves actively participating in shaping the vision for circular fashion and contributing to the circular design guide for fashion.",abstain,"No context provided. While being a partner of the Ellen MacArthur Foundation’s Make Fashion Circular initiative is a positive step, it does not inherently guarantee circularity in the company's own practices. Without further information on the company's specific actions and contributions, I cannot verify the claim's accuracy or misleading nature.",1.0,1.0,1.0,1.0,1.0,1.0
** We have hosted a range of product disassembly workshops to help teams better understand how the lives of our products can be extended.,** we have hosted a range of product disassembly workshops to help teams better understand how the lives of our products can be extended.,abstain,"No context provided. While hosting workshops to extend product life is a positive step, I lack information to verify if this claim is accurate or if it's a widespread or significant initiative. It could be a single event or a large-scale program.",3.0,2.0,3.0,4.0,2.0,2.8
** We have hosted a series of product disassembly workshops that have led to the development of new design strategies and extended the lifecycle of our products by 20%.,** we have hosted a series of product disassembly workshops that have led to the development of new design strategies and extended the lifecycle of our products by 20%.,not_greenwashing,"The claim states that product disassembly workshops have led to design strategies and a 20% lifecycle extension. This is a plausible and positive sustainability initiative, and without contradictory evidence, it can be considered accurate.",5.0,5.0,5.0,5.0,5.0,5.0
"Burberry claims to use fully traceable and SFA-certified cashmere fibre in its products, but the company does not provide any evidence or third-party verification to support this claim.","burberry claims to use fully traceable and sfa-certified cashmere fibre in its products, but the company does not provide any evidence or third-party verification to support this claim.",greenwashing,"The claim states Burberry uses 'fully traceable and SFA-certified cashmere fibre,' but the context explicitly states the company 'does not provide any evidence or third-party verification to support this claim.' This contradiction indicates the claim is unsubstantiated and therefore misleading.",3.0,4.0,4.0,4.0,5.0,4.0
"Burberry participated in a pilot project with Johnstons of Elgin to ensure fully traceable and SFA-certified cashmere fibre is used in its products, and the company provides detailed documentation and third-party verification to support this claim.","burberry participated in a pilot project with johnstons of elgin to ensure fully traceable and sfa-certified cashmere fibre is used in its products, and the company provides detailed documentation and third-party verification to support this claim.",not_greenwashing,"The claim states Burberry participated in a pilot project with Johnstons of Elgin to ensure fully traceable and SFA-certified cashmere fibre is used in its products, and provides documentation and third-party verification. This suggests the claim is factually accurate and supported by evidence.",5.0,5.0,5.0,5.0,5.0,5.0
"Burberry voluntarily participated in a pilot project with Johnstons of Elgin to ensure fully traceable and SFA-certified cashmere fibre is used in its products, and the company clearly states that this is a voluntary initiative.","burberry voluntarily participated in a pilot project with johnstons of elgin to ensure fully traceable and sfa-certified cashmere fibre is used in its products, and the company clearly states that this is a voluntary initiative.",not_greenwashing,"The claim states Burberry voluntarily participated in a pilot project with Johnstons of Elgin to ensure fully traceable and SFA-certified cashmere fibre is used in its products, and the company clearly states that this is a voluntary initiative. This indicates a genuine effort towards sustainability, and there is no evidence to suggest it is misleading or false.",5.0,5.0,5.0,5.0,5.0,5.0
"Burberry uses vague terms like ""fully traceable and SFA-certified"" without providing specific metrics or definitions for what these terms mean in the context of cashmere fibre.","burberry uses vague terms like ""fully traceable and sfa-certified"" without providing specific metrics or definitions for what these terms mean in the context of cashmere fibre.",greenwashing,"The claim highlights the use of vague terms ('fully traceable', 'SFA-certified') without providing concrete details or definitions. This suggests that only a partial aspect of the cashmere fibre supply chain may be traceable or certified, while the overall claim implies complete transparency and sustainability.",3.0,4.0,4.0,4.0,5.0,4.0
"Burberry uses the term ""fully traceable and SFA-certified"" to describe the cashmere fibre, and the company provides specific metrics and definitions for what these terms mean in the context of cashmere fibre.","burberry uses the term ""fully traceable and sfa-certified"" to describe the cashmere fibre, and the company provides specific metrics and definitions for what these terms mean in the context of cashmere fibre.",not_greenwashing,"The claim states Burberry defines and provides metrics for its traceability and SFA-certification terms. This suggests transparency and a verifiable basis for the claim, indicating it is not misleading.",5.0,5.0,5.0,5.0,5.0,5.0
"Burberry sources 80% of its leather from tanneries certified by recognized environmental, traceability, and social compliance standards, with a goal to reach 100% by 2022.","burberry sources 80% of its leather from tanneries certified by recognized environmental, traceability, and social compliance standards, with a goal to reach 100% by 2022.",not_greenwashing,"The claim states a specific percentage of leather sourced from certified tanneries and a clear goal for improvement. Without any contradictory information, it is reasonable to assume this claim is accurate.",5.0,5.0,5.0,5.0,5.0,5.0
"Burberry has conducted a thorough assessment of climate change risks in its leather supply chain, using TCFD guidelines and providing detailed disclosures on pages 133 to 137 of the report.","burberry has conducted a thorough assessment of climate change risks in its leather supply chain, using tcfd guidelines and providing detailed disclosures on pages 133 to 137 of the report.",not_greenwashing,"The claim states Burberry conducted a thorough assessment of climate change risks in its leather supply chain, using TCFD guidelines and providing detailed disclosures. The claim is verifiable as it references specific pages (133-137) within a report, indicating transparency and documentation of the assessment.",5.0,5.0,5.0,5.0,5.0,5.0
"** Claim 2: Burberry aims to source 100% certified recycled nylon and recycled polyester by 2025, where nylon or polyester is the product’s main material.","** claim 2: burberry aims to source 100% certified recycled nylon and recycled polyester by 2025, where nylon or polyester is the product’s main material.",abstain,"No context provided. I do not have specific, verifiable information about Burberry's current sourcing practices, certifications, or progress towards this goal to determine if the claim is factually accurate or false.",1.0,1.0,1.0,1.0,1.0,1.0
** Claim 1: Burberry ensures all key materials are 100% traceable by 2025.,** claim 1: burberry ensures all key materials are 100% traceable by 2025.,abstain,No context provided. I lack the information to verify whether Burberry has achieved 100% traceability of its key materials by 2025.,1.0,1.0,1.0,1.0,1.0,1.0
"** Claim 2: Burberry will achieve traceability to a minimum of country level for key raw materials by 2025, supported by certified materials where the country of origin is verified and disclosed.","** claim 2: burberry will achieve traceability to a minimum of country level for key raw materials by 2025, supported by certified materials where the country of origin is verified and disclosed.",abstain,"No context provided. I lack the information to verify whether Burberry is on track to achieve this traceability goal, or whether the supporting certifications and disclosures are accurate and verifiable.",1.0,1.0,1.0,1.0,1.0,1.0
Burberry collaborates with Canopy to ensure all viscose is eco-friendly.,burberry collaborates with canopy to ensure all viscose is eco-friendly.,abstain,"No context provided. While Burberry's collaboration with Canopy is public knowledge, I lack specific, verifiable information about the standards for 'eco-friendly' viscose, the sourcing of the viscose, or the extent to which Burberry's supply chain meets those standards. Therefore, I cannot determine if the claim is factually accurate or false.",1.0,1.0,1.0,1.0,1.0,1.0
Burberry uses Canopy’s Hot Button Report to source viscose responsibly.,burberry uses canopy’s hot button report to source viscose responsibly.,not_greenwashing,"Based on internal knowledge, Canopy is a non-profit organization focused on forest conservation. Their Hot Button Report ranks viscose producers based on their sourcing practices, specifically regarding ancient and endangered forests. Using this report demonstrates a commitment to responsible sourcing, and the claim is therefore factually accurate.",5.0,5.0,5.0,5.0,5.0,5.0
Burberry collaborates with suppliers to ensure viscose is sourced responsibly.,burberry collaborates with suppliers to ensure viscose is sourced responsibly.,abstain,"No context provided. I lack the information to verify whether Burberry's collaboration with suppliers results in genuinely responsible sourcing of viscose. The claim is too vague to assess without further details on the specific standards, certifications, or traceability measures in place.",1.0,1.0,1.0,1.0,1.0,1.0
Burberry employs Canopy’s Hot Button Report to analyze fibre sourcing.,burberry employs canopy’s hot button report to analyze fibre sourcing.,not_greenwashing,"Based on internal knowledge, Burberry is listed on Canopy’s website as a partner company that uses the Hot Button Report to analyze fibre sourcing. This confirms the claim is factually accurate.",5.0,5.0,5.0,5.0,5.0,5.0
"Burberry collaborates with Canopy to protect forests, species, and climate.","burberry collaborates with canopy to protect forests, species, and climate.",abstain,"No context provided. While I know Burberry has a partnership with Canopy, I do not have specific, verifiable information about the details of the collaboration, its impact on forest protection, species conservation, or climate change mitigation to determine if the claim is factually accurate or false.",1.0,1.0,1.0,1.0,1.0,1.0
Burberry promotes water-efficient materials and practices without specifying the impact or metrics.,burberry promotes water-efficient materials and practices without specifying the impact or metrics.,abstain,"No context provided. While Burberry may promote water-efficient materials and practices, the claim lacks specific details or metrics to verify its accuracy or misleading nature. Without quantifiable data or further information, I cannot determine if this constitutes greenwashing.",1.0,1.0,1.0,1.0,1.0,1.0
"Burberry tracks and promotes water management practices and technologies, achieving a CDP rating of A- for water security in 2020.","burberry tracks and promotes water management practices and technologies, achieving a cdp rating of a- for water security in 2020.",not_greenwashing,The claim states Burberry achieved a CDP rating of A- for water security in 2020. This is a verifiable metric from a reputable third-party organization (CDP) and does not appear to be misleading.,5.0,5.0,5.0,5.0,5.0,5.0
"Burberry received an A- rating for water security from CDP in 2020, indicating strong performance in water management.","burberry received an a- rating for water security from cdp in 2020, indicating strong performance in water management.",not_greenwashing,"The claim states Burberry received an A- rating for water security from CDP in 2020. This is a verifiable fact, as CDP is a reputable organization that assesses and rates companies' environmental performance. The rating itself indicates strong performance, and the claim does not misrepresent this.",5.0,5.0,5.0,5.0,5.0,5.0
Burberry claims to be mindful of water use throughout the supply chain without providing specific actions or impacts.,burberry claims to be mindful of water use throughout the supply chain without providing specific actions or impacts.,abstain,"The claim is vague and lacks specific details about Burberry's actions or impacts regarding water use. Without quantifiable data or concrete examples, it is impossible to verify the claim's accuracy or determine if it is misleading.",3.0,4.0,4.0,4.0,5.0,4.0
Burberry is mindful of water use throughout the supply chain and has implemented specific water-saving measures in its operations.,burberry is mindful of water use throughout the supply chain and has implemented specific water-saving measures in its operations.,abstain,"No context provided. While Burberry may be mindful of water use, I lack specific, verifiable information about the measures implemented or their effectiveness to determine if the claim is factually accurate or false.",1.0,1.0,1.0,1.0,1.0,1.0
"As a Board member of The ZDHC Foundation, Burberry steers luxury peers, third-party suppliers, and external chemical experts to devise innovative solutions to address chemical management issues.","as a board member of the zdhc foundation, burberry steers luxury peers, third-party suppliers, and external chemical experts to devise innovative solutions to address chemical management issues.",not_greenwashing,"The claim states Burberry's involvement in The ZDHC Foundation as a Board member, working with peers and experts on chemical management. This is a verifiable role within a known organization focused on sustainability in the fashion industry, and does not appear to be a false or misleading claim.",5.0,5.0,5.0,5.0,5.0,5.0
"Burberry, as a Board member of The ZDHC Foundation, guides luxury peers, third-party suppliers, and external chemical experts to devise innovative solutions for effective chemical management.","burberry, as a board member of the zdhc foundation, guides luxury peers, third-party suppliers, and external chemical experts to devise innovative solutions for effective chemical management.",not_greenwashing,"The claim states Burberry is a Board member of The ZDHC Foundation, which is a known organization focused on chemical management in the textile and footwear industries. This is a verifiable fact and does not appear to be misleading.",5.0,5.0,5.0,5.0,5.0,5.0
"Burberry donated 7,125 metres of leftover fabric to 33 fashion schools through the ReBurberry Fabric pilot programme.","burberry donated 7,125 metres of leftover fabric to 33 fashion schools through the reburberry fabric pilot programme.",not_greenwashing,The claim states a specific action taken by Burberry - donating leftover fabric to fashion schools. This is a verifiable action and does not appear to be misleading or false.,5.0,5.0,5.0,5.0,5.0,5.0
Burberry's donation of leftover fabrics to fashion students is a significant contribution to the industry's sustainability.,burberry's donation of leftover fabrics to fashion students is a significant contribution to the industry's sustainability.,abstain,"No context provided. While donating leftover fabrics is a positive step, I lack the information to determine if it constitutes a 'significant contribution' to sustainability or if it's a substantial effort compared to Burberry's overall environmental impact.",3.0,2.0,3.0,4.0,2.0,2.8
"** All Burberry retail bags and boxes are reusable and recyclable, and certified by the FSC.","** all burberry retail bags and boxes are reusable and recyclable, and certified by the fsc.",not_greenwashing,"The claim states that Burberry's retail bags and boxes are reusable and recyclable and certified by the FSC. Without any contradictory information, this claim is considered factually accurate.",5.0,5.0,5.0,5.0,5.0,5.0
"** Since February 2019, 66 million coffee cups have been upcycled into Burberry packaging.","** since february 2019, 66 million coffee cups have been upcycled into burberry packaging.",not_greenwashing,"The claim states a specific number of coffee cups upcycled into Burberry packaging since February 2019. Without any contradictory information, this claim is considered factually accurate.",5.0,5.0,5.0,5.0,5.0,5.0
