claim,claim_norm,label,justification,Informativeness,Logicality,Objectivity,Readability,Accuracy,OverallScore
worn wear program: One of the most responsible things we can do for the planet is to keep our gear going longer. That’s why we’re making it as easy as possible to repair your gear. ,worn wear program: one of the most responsible things we can do for the planet is to keep our gear going longer. that’s why we’re making it as easy as possible to repair your gear.,not_greenwashing,"The provided context details Patagonia's commitment to repair and extending the life of its gear, aligning directly with the claim. Specifically, snippet 3 shows Patagonia repaired 153,506 products in FY23 and 145,446 in FY24. Furthermore, the company's stated benefit purposes (snippet 7) include building the best product with no unnecessary harm and conducting operations causing no unnecessary harm, supporting the claim's validity. The ""worn wear program"" is a concrete example of these commitments in action.
</OUTPUT>",5.0,5.0,5.0,5.0,5.0,5.0
"From materials to transport, we’re working to reduce our carbon footprint to near zero. Holding ourselves accountable and striving for climate goals isn’t a 30-year goal—it’s now.","from materials to transport, we’re working to reduce our carbon footprint to near zero. holding ourselves accountable and striving for climate goals isn’t a 30-year goal—it’s now.",greenwashing,"The claim states Allbirds is working to reduce its carbon footprint ""to near zero."" However, the provided context details specific targets for 2025 and 2030. The 2025 target is to reduce per-product carbon footprint *in half*, and the 2030 target is to reduce it to *less than 1 kg CO2e per product*. The claim of ""near zero"" implies a much more substantial reduction than what is explicitly stated in their documented goals. While they are making progress, framing it as ""near zero"" is a partial truth presented as a whole, exaggerating their current achievements.",3.0,4.0,4.0,4.0,4.0,3.8
"Where possible, we replace synthetic petroleum-based materials with natural alternatives. Such as wool, tree fibers and sugar cane. They're soft, breathable and better for the planet - win, win, win.","where possible, we replace synthetic petroleum-based materials with natural alternatives. such as wool, tree fibers and sugar cane. they're soft, breathable and better for the planet - win, win, win.",not_greenwashing,"The claim states Allbirds replaces petroleum-based materials with natural alternatives like wool, tree fibers, and sugarcane. The provided context consistently supports this claim. It details the company's commitment to using sustainably sourced materials (75% target by 2025), specifically mentioning wool, TENCEL™ Lyocell (tree-based fiber), and sugarcane-based Green EVA. The context also highlights projects supporting regenerative agriculture (wool) and forest conservation (tree fibers), demonstrating a tangible effort to source natural alternatives. The reported progress in reducing CO2e emissions through renewable materials further validates the claim.",5.0,5.0,5.0,5.0,5.0,5.0
Loop And Swoop: Our laces are made from 100% post-consumer recycled polyester. One old plastic bottle becomes one pair of shoelaces.,loop and swoop: our laces are made from 100% post-consumer recycled polyester. one old plastic bottle becomes one pair of shoelaces.,not_greenwashing,"The claim that ""One old plastic bottle becomes one pair of shoelaces"" is supported by the provided context, which details the company's commitment to using 100% post-consumer recycled polyester. While the context doesn't explicitly state the 1:1 ratio, it aligns with the overall goal of replacing virgin petroleum-based materials with recycled alternatives and reducing raw material use. The company is actively working towards increasing sustainably sourced materials to 75% by 2025, and the use of recycled polyester contributes to this goal. Therefore, the claim appears factually accurate based on the information provided.",5.0,5.0,5.0,5.0,5.0,5.0
"We take a holistic approach when selecting our ingredients, packaging, materials and fabrics, taking multiple aspects into account to make actual sustainable choices. Reducing the environmental impact of our business is key to us and is constantly on our minds. To do so, we measure, monitor and initiate improved practices throughout the company, from packaging & ingredients to operations, and supply chain.","we take a holistic approach when selecting our ingredients, packaging, materials and fabrics, taking multiple aspects into account to make actual sustainable choices. reducing the environmental impact of our business is key to us and is constantly on our minds. to do so, we measure, monitor and initiate improved practices throughout the company, from packaging & ingredients to operations, and supply chain.",not_greenwashing,"The provided context details Rituals' comprehensive approach to sustainability, including measuring and monitoring environmental impact across its value chain, transitioning to natural ingredients, increasing recycled content in packaging, and reducing emissions. The claim that they ""take a holistic approach"" and prioritize reducing environmental impact is supported by the specific actions and initiatives described in the text, such as using the SPICE tool for packaging assessment, setting emission reduction targets, and investing in sustainable sourcing. There is no evidence to suggest the claim is false or misleading.",5.0,5.0,5.0,5.0,5.0,5.0
"At Rituals, we are committed that all our packaging will be refillable recyclable, and/or made from recycled materials by 2025. In 2022 alone, our refills saved 802,587 kg in materials, 32,871 GJ-eq in energy, 1,766 tons of CO 2 -eq, and 19.3M litres of water.","at rituals, we are committed that all our packaging will be refillable recyclable, and/or made from recycled materials by 2025. in 2022 alone, our refills saved 802,587 kg in materials, 32,871 gj-eq in energy, 1,766 tons of co 2 -eq, and 19.3m litres of water.",not_greenwashing,"The claim that Rituals is committed to 100% refillable, recyclable, and/or recycled packaging by 2025 is supported by multiple statements within the provided context. The document explicitly states this commitment (""We are committed to designing all our packs to be refillable, recyclable* or made with recycled materials by 2025""). Furthermore, the context details significant progress towards this goal, including increased refill sales (19% growth), substantial savings in materials, energy, CO2, and water through refills in 2023 (1,033,008 kg materials saved, 2,270 tons of CO2-eq, 26.6M litres of water), and ongoing efforts to expand refill options and improve packaging recyclability. The reported savings figures for 2023 align with the initial claim made for 2022, demonstrating consistent progress.",5.0,5.0,5.0,5.0,5.0,5.0
"Our founder, Anita Roddick, initiated our first recycling scheme Bring Back Our Bottles in 1993. Then, in 2019, we launched our Return, Recycle, Repeat scheme in five countries. In 2020, we started a refill revolution with refill stations across 500 stores globally. And now, our Return, Recycle, Repeat scheme is back.","our founder, anita roddick, initiated our first recycling scheme bring back our bottles in 1993. then, in 2019, we launched our return, recycle, repeat scheme in five countries. in 2020, we started a refill revolution with refill stations across 500 stores globally. and now, our return, recycle, repeat scheme is back.",not_greenwashing,"The claim details a history of recycling initiatives by The Body Shop, starting in 1993 and expanding through 2023. The provided context corroborates this claim with specific details about the ""Bring Back Our Bottles"" scheme (1993), the ""Return, Recycle, Repeat"" scheme (2019, 2022), and the expansion of refill stations (2020, 2022, 2023 goals). The context provides quantifiable data on plastic waste prevented (13.5 tonnes in 2022) and the number of stores participating in these programs, supporting the accuracy of the claim. Therefore, the claim is factually accurate based on the provided evidence.",5.0,5.0,5.0,5.0,5.0,5.0
"Designed with Impact in Mind: We transform waste streams into nature positive products, engineered for a second life.","designed with impact in mind: we transform waste streams into nature positive products, engineered for a second life.",not_greenwashing,"The claim states ChopValue ""transforms waste streams into nature positive products, engineered for a second life."" The provided context consistently supports this claim. The report details how ChopValue collects discarded chopsticks (a waste stream) and turns them into furniture and other products. It highlights the environmental benefits, including reducing landfill waste, carbon storage, and promoting a circular economy. The context also mentions the company's B Corp certification and commitment to environmental stewardship, further validating the claim.",5.0,5.0,5.0,5.0,5.0,5.0
Our circular material is better for you and the planet. Every product made from our engineered performance material means fewer trees cut down for wooden furniture.,our circular material is better for you and the planet. every product made from our engineered performance material means fewer trees cut down for wooden furniture.,not_greenwashing,"The claim states that ChopValue's material is ""better for you and the planet"" because it means ""fewer trees cut down for wooden furniture."" The provided context supports this claim. The report details how ChopValue utilizes waste chopsticks, reducing reliance on virgin materials like wood. It highlights CO2 savings compared to conventional materials (up to 16,228 kg CO2/m³), emphasizes the elimination of long-distance transportation, and details the company's commitment to sustainable practices throughout its production process. The context demonstrates a factual basis for the claim that using ChopValue's material reduces the demand for wood and offers environmental benefits.",5.0,5.0,5.0,5.0,5.0,5.0
The Future of Furniture Is Circular Climate positive wood furniture made locally on a global scale,the future of furniture is circular climate positive wood furniture made locally on a global scale,greenwashing,"The claim states the furniture is ""Climate positive."" While the provided context details significant CO2 emission *savings* compared to conventional materials (up to 16,228 kg CO2/m³), it does not demonstrate a *net positive* impact on the climate. The report focuses on reducing emissions relative to alternatives, not actively removing more carbon than is emitted throughout the entire lifecycle. Presenting emission reduction as ""climate positive"" is a partial truth presented as a whole, thus constituting greenwashing.",4.0,4.0,4.0,4.0,5.0,4.2
"Naturepedic’s line of certified organic mattresses are now EWG VERIFIED! As the “First in Category” to receive this distinction, we couldn’t be prouder to lead the industry in setting a new standard for providing safer, healthier sleep for people, the planet, and YOU.","naturepedic’s line of certified organic mattresses are now ewg verified! as the “first in category” to receive this distinction, we couldn’t be prouder to lead the industry in setting a new standard for providing safer, healthier sleep for people, the planet, and you.",not_greenwashing,"The claim states Naturepedic’s mattresses are now EWG VERIFIED and “First in Category” to receive this distinction. While the provided context doesn’t directly confirm the “First in Category” claim, it extensively details Naturepedic’s numerous certifications (GOTS, GOLS, FSC, MADE SAFE, USDA Organic, Vegan Certified, GREENGUARD Gold) and commitment to sustainable practices. The context supports the claim that Naturepedic prioritizes safer and healthier products, aligning with the spirit of the EWG VERIFIED program. Therefore, the claim is likely factually accurate based on the evidence provided, and does not constitute greenwashing.",5.0,5.0,5.0,5.0,5.0,5.0
"Naturepedic's mission includes a strong focus on environmental sustainability. From responsibly sourcing natural and certified organic materials to becoming the first mattress manufacturer ever to earn the EWG VERIFIED® distinction to implementing a packaging system that helps keep 55,000 pounds of single-use plastic out of landfills each year, we are continuously working to improve.","naturepedic's mission includes a strong focus on environmental sustainability. from responsibly sourcing natural and certified organic materials to becoming the first mattress manufacturer ever to earn the ewg verified® distinction to implementing a packaging system that helps keep 55,000 pounds of single-use plastic out of landfills each year, we are continuously working to improve.",not_greenwashing,"The provided context details numerous verifiable sustainability initiatives undertaken by Naturepedic, including responsible sourcing of materials, EWG VERIFIED® certification, reducing plastic waste, membership in sustainable organizations (SFC, ASBN), supporting organic farming, using renewable energy (RECs, skylights, LED lighting), and minimizing their carbon footprint through handcrafting and efficient equipment. These are all factual claims supported by the provided text.
</OUTPUT>",5.0,5.0,5.0,5.0,5.0,5.0
"Today, we make all our products with some of nature’s most effective ingredients, all sourced with respect for people and the land. Each ingredient is chosen for its proven ability to replenish and strengthen a healthy skin barrier. That means only the good stuff, and absolutely none of the bad, for hydrated and happy skin.","today, we make all our products with some of nature’s most effective ingredients, all sourced with respect for people and the land. each ingredient is chosen for its proven ability to replenish and strengthen a healthy skin barrier. that means only the good stuff, and absolutely none of the bad, for hydrated and happy skin.",abstain,"The claim states the company uses ""nature’s most effective ingredients, all sourced with respect for people and the land"" and ""absolutely none of the bad."" While the provided context details several Burt's Bees products with sustainability attributes (refillable packaging, paper tubes), it does not define what constitutes ""most effective,"" ""good,"" or ""bad"" ingredients. Nor does it provide evidence of sourcing practices demonstrating respect for people and the land. Without a clear definition of these terms and supporting evidence, I cannot verify the claim's accuracy.",3.0,3.0,3.0,4.0,4.0,3.4
"All our products are over 95% natural origin, without phthalates, parabens, petrolatum, or sodium lauryl sulfate.","all our products are over 95% natural origin, without phthalates, parabens, petrolatum, or sodium lauryl sulfate.",abstain,"The provided context details various product lines and sustainability initiatives by Clorox and Burt's Bees, including packaging materials, waste reduction targets, and ingredient choices. However, it does *not* contain information to verify whether *all* of their products are over 95% natural origin and free from the listed ingredients (phthalates, parabens, petrolatum, or sodium lauryl sulfate). The context highlights specific products with these attributes (e.g., Clorox EcoClean, Burt's Bees lines), but doesn't confirm this applies universally across their entire product range. Therefore, I cannot verify the claim's factual accuracy.",3.0,3.0,3.0,4.0,2.0,3.0
"With GoGreen, shipping emissions are subsequently offset by investing in global climate protection projects - known as offsetting. We automatically apply this process to all letter mail and private customer parcels worldwide - at no extra charge. Business customers can also book the service for their parcels and advertising mail.","with gogreen, shipping emissions are subsequently offset by investing in global climate protection projects - known as offsetting. we automatically apply this process to all letter mail and private customer parcels worldwide - at no extra charge. business customers can also book the service for their parcels and advertising mail.",greenwashing,"The claim states that shipping emissions are ""offset"" by investing in climate protection projects ""at no extra charge."" However, the provided context reveals that this offsetting occurs *outside* of DHL Group’s value chain and is ""not recognized by GHG Protocol and SBTi for GHG emission reduction."" Furthermore, it ""does not alter GHG emissions of DHL Group."" This means the claim presents offsetting as a comprehensive solution to emissions when, in reality, it's a separate compensation measure that doesn't address DHL's own carbon footprint according to recognized standards. The claim implies a greater environmental benefit than is actually delivered, presenting a partial truth as a whole.",5.0,5.0,5.0,5.0,5.0,5.0
"With 23,000 electric delivery vans, 13,500 e-trikes and 6,100 e-bikes, ours is the largest fleet of electric commercial vehicles in the world, and our deliveries are carbon-free in about 50% of our delivery districts. No other logistics company invests as much in e-mobility as we do. We will expand our e-fleet to 38,000 electric delivery vehicles and 14,000 e-trikes by 2025. That means we can also help our public sector customers to meet the requirements of the German Clean Vehicles Procurement Act.","with 23,000 electric delivery vans, 13,500 e-trikes and 6,100 e-bikes, ours is the largest fleet of electric commercial vehicles in the world, and our deliveries are carbon-free in about 50% of our delivery districts. no other logistics company invests as much in e-mobility as we do. we will expand our e-fleet to 38,000 electric delivery vehicles and 14,000 e-trikes by 2025. that means we can also help our public sector customers to meet the requirements of the german clean vehicles procurement act.",not_greenwashing,"The claim states DHL has the largest fleet of electric commercial vehicles and that deliveries are carbon-free in about 50% of their delivery districts. The provided context supports this claim. It details the number of electric vans, e-trikes, and e-bikes (23,000, 13,500, and 6,100 respectively) and states carbon-free deliveries in approximately 50% of districts. The context also outlines plans for further expansion of the e-fleet and mentions ongoing decarbonization efforts, including the use of sustainable fuels and renewable energy sources. While the company still has emissions (Scope 1, 2, and 3), the claim about the size of the electric fleet and current carbon-free deliveries is verifiable within the provided context.",5.0,5.0,5.0,5.0,5.0,5.0
