claim,claim_norm,label,justification,Informativeness,Logicality,Objectivity,Readability,Accuracy,OverallScore
"We take a holistic approach when selecting our ingredients, packaging, materials and fabrics, taking multiple aspects into account to make actual sustainable choices. Reducing the environmental impact of our business is key to us and is constantly on our minds. To do so, we measure, monitor and initiate improved practices throughout the company, from packaging & ingredients to operations, and supply chain.","we take a holistic approach when selecting our ingredients, packaging, materials and fabrics, taking multiple aspects into account to make actual sustainable choices. reducing the environmental impact of our business is key to us and is constantly on our minds. to do so, we measure, monitor and initiate improved practices throughout the company, from packaging & ingredients to operations, and supply chain.",not_greenwashing,"The claim that Rituals takes a holistic approach to sustainability and measures/monitors improvements is supported by the provided context. The knowledge graph shows multiple sustainability claims made by Rituals, along with KPI observations demonstrating reductions in material usage and water consumption, and targets for recyclable packaging. This indicates active measurement, monitoring, and initiation of improved practices as stated in the claim.",5.0,5.0,5.0,5.0,5.0,5.0
"At Rituals, we are committed that all our packaging will be refillable recyclable, and/or made from recycled materials by 2025. In 2022 alone, our refills saved 802,587 kg in materials, 32,871 GJ-eq in energy, 1,766 tons of CO 2 -eq, and 19.3M litres of water.","at rituals, we are committed that all our packaging will be refillable recyclable, and/or made from recycled materials by 2025. in 2022 alone, our refills saved 802,587 kg in materials, 32,871 gj-eq in energy, 1,766 tons of co 2 -eq, and 19.3m litres of water.",not_greenwashing,"The claim states Rituals is committed to 100% refillable, recyclable, or recycled packaging by 2025 and provides data on savings from refills in 2022. The knowledge graph confirms Rituals is actively working towards sustainable packaging goals, with a target of 100% by 2025 (node 48f6c15e63e03f86). Additionally, the graph provides data on material, energy, water, and CO2 savings from refills in 2023, supporting the claim that Rituals is making progress towards its sustainability commitments.",5.0,5.0,5.0,5.0,5.0,5.0
"Our founder, Anita Roddick, initiated our first recycling scheme Bring Back Our Bottles in 1993. Then, in 2019, we launched our Return, Recycle, Repeat scheme in five countries. In 2020, we started a refill revolution with refill stations across 500 stores globally. And now, our Return, Recycle, Repeat scheme is back.","our founder, anita roddick, initiated our first recycling scheme bring back our bottles in 1993. then, in 2019, we launched our return, recycle, repeat scheme in five countries. in 2020, we started a refill revolution with refill stations across 500 stores globally. and now, our return, recycle, repeat scheme is back.",not_greenwashing,"The claim details a history of recycling and refill initiatives by The Body Shop, starting in 1993 and expanding over time. The provided context supports this claim with specific data points, such as 793 in-store refill stations in 2022, 13.5 tonnes of plastic waste prevented by the refill scheme in 2022, and 11.51 tonnes of hard-to-recycle beauty packaging collected in the UK through the Return Recycle Repeat scheme in 2022. These figures demonstrate ongoing and measurable efforts towards recycling and waste reduction, validating the claim.",5.0,5.0,5.0,5.0,5.0,5.0
"Designed with Impact in Mind: We transform waste streams into nature positive products, engineered for a second life.","designed with impact in mind: we transform waste streams into nature positive products, engineered for a second life.",not_greenwashing,"The provided context demonstrates that ChopValue actively measures and reports on positive environmental impacts, specifically related to waste reduction and carbon emissions. The claim that they ""transform waste streams into nature positive products"" is supported by multiple KPIObservations, including significant reductions in CO2 emissions (up to 113% compared to commercial materials), diversion of waste from landfills (412226.52 kg in 2023), and carbon storage in their materials (1681 kg CO2/m³). The company also has a stated goal of transforming 100 metric tonnes of waste into resources. These data points substantiate the claim of creating ""nature positive products.",5.0,5.0,5.0,5.0,5.0,5.0
Our circular material is better for you and the planet. Every product made from our engineered performance material means fewer trees cut down for wooden furniture.,our circular material is better for you and the planet. every product made from our engineered performance material means fewer trees cut down for wooden furniture.,not_greenwashing,"The claim that ChopValue's material is ""better for the planet"" and means ""fewer trees cut down"" is supported by the provided context. The knowledge graph details multiple sustainability claims and KPI observations demonstrating reduced CO2 emissions (26% less, 41% reduction, 13278 kg CO2/m³ avoided), carbon storage, and resource efficiency. These facts substantiate the claim that using ChopValue material is environmentally preferable to using conventional materials.",5.0,5.0,5.0,5.0,5.0,5.0
The Future of Furniture Is Circular Climate positive wood furniture made locally on a global scale,the future of furniture is circular climate positive wood furniture made locally on a global scale,not_greenwashing,"The claim that ChopValue creates ""climate positive"" furniture is supported by the provided context. The company reports saving 578 kgCO2 per cubic meter of furniture compared to commercial material (evidence node 9903824ee7f8244c), and avoids significant CO2 emissions through its use of bamboo and circular economy practices (nodes 5df44d7aea2f7d1e, 56541f9eb8c38687). The context demonstrates a commitment to circularity and environmental stewardship (node bcd5b80b840b7591, f10c3e860cc879ea).",5.0,5.0,5.0,5.0,5.0,5.0
"Naturepedic’s line of certified organic mattresses are now EWG VERIFIED! As the “First in Category” to receive this distinction, we couldn’t be prouder to lead the industry in setting a new standard for providing safer, healthier sleep for people, the planet, and YOU.","naturepedic’s line of certified organic mattresses are now ewg verified! as the “first in category” to receive this distinction, we couldn’t be prouder to lead the industry in setting a new standard for providing safer, healthier sleep for people, the planet, and you.",not_greenwashing,"The claim states that Naturepedic’s line of certified organic mattresses are now EWG VERIFIED and are “First in Category” to receive this distinction. While the provided context does not explicitly mention the EWG VERIFIED certification, it does detail numerous sustainability initiatives and certifications related to organic materials, responsible manufacturing, and end-of-life practices. The context supports the company's commitment to safer and healthier products, making the claim plausible and not demonstrably false based on the available information.",5.0,5.0,5.0,5.0,5.0,5.0
"Naturepedic's mission includes a strong focus on environmental sustainability. From responsibly sourcing natural and certified organic materials to becoming the first mattress manufacturer ever to earn the EWG VERIFIED® distinction to implementing a packaging system that helps keep 55,000 pounds of single-use plastic out of landfills each year, we are continuously working to improve.","naturepedic's mission includes a strong focus on environmental sustainability. from responsibly sourcing natural and certified organic materials to becoming the first mattress manufacturer ever to earn the ewg verified® distinction to implementing a packaging system that helps keep 55,000 pounds of single-use plastic out of landfills each year, we are continuously working to improve.",not_greenwashing,"The claim that Naturepedic focuses on environmental sustainability is supported by multiple pieces of evidence from the provided context. These include earning the EWG VERIFIED® distinction, responsibly sourcing materials, reducing plastic waste (55,000 pounds annually), using third-party certifications, prioritizing FSC-certified wood, requiring suppliers to meet organic/non-toxic standards, and working to divert mattresses from landfills. These are all verifiable sustainability efforts.",5.0,5.0,5.0,5.0,5.0,5.0
"Today, we make all our products with some of nature’s most effective ingredients, all sourced with respect for people and the land. Each ingredient is chosen for its proven ability to replenish and strengthen a healthy skin barrier. That means only the good stuff, and absolutely none of the bad, for hydrated and happy skin.","today, we make all our products with some of nature’s most effective ingredients, all sourced with respect for people and the land. each ingredient is chosen for its proven ability to replenish and strengthen a healthy skin barrier. that means only the good stuff, and absolutely none of the bad, for hydrated and happy skin.",abstain,"The claim is broad and relies on subjective terms like ""good stuff"" and ""bad stuff."" While the context shows Burt's Bees reports on various sustainability metrics (reducing plastic, increasing recycled content, etc.), it doesn't provide a comprehensive list of *all* ingredients used or a clear definition of what constitutes ""good"" vs. ""bad"" ingredients. Therefore, I cannot verify the claim's factual accuracy. The provided evidence focuses on specific KPIs and targets, but doesn't address the overall ingredient composition as described in the claim.",3.0,3.0,4.0,4.0,4.0,3.6
"All our products are over 95% natural origin, without phthalates, parabens, petrolatum, or sodium lauryl sulfate.","all our products are over 95% natural origin, without phthalates, parabens, petrolatum, or sodium lauryl sulfate.",not_greenwashing,"The claim that Burt's Bees products are over 95% natural origin and free of specific ingredients (phthalates, parabens, petrolatum, and sodium lauryl sulfate) is consistent with the company's stated sustainability goals and claims documented in the provided context. While the context doesn't *explicitly* verify the 95% natural origin claim, it does demonstrate a commitment to naturally sourced and sustainable products, and the absence of contradictory information supports the claim's accuracy.",5.0,5.0,5.0,5.0,5.0,5.0
"With GoGreen, shipping emissions are subsequently offset by investing in global climate protection projects - known as offsetting. We automatically apply this process to all letter mail and private customer parcels worldwide - at no extra charge. Business customers can also book the service for their parcels and advertising mail.","with gogreen, shipping emissions are subsequently offset by investing in global climate protection projects - known as offsetting. we automatically apply this process to all letter mail and private customer parcels worldwide - at no extra charge. business customers can also book the service for their parcels and advertising mail.",not_greenwashing,"The claim states that Deutsche Post offsets shipping emissions by investing in climate protection projects for all letter mail and private customer parcels worldwide at no extra charge. While the provided context does not directly confirm this specific claim, it demonstrates that Deutsche Post actively reports and targets reductions in GHG emissions across various scopes (1, 2, and 3), including investments in sustainable fuels and supplier engagement. This suggests a genuine effort towards environmental responsibility, making the claim plausible and not demonstrably false based on the available information.",5.0,5.0,5.0,5.0,5.0,5.0
"With 23,000 electric delivery vans, 13,500 e-trikes and 6,100 e-bikes, ours is the largest fleet of electric commercial vehicles in the world, and our deliveries are carbon-free in about 50% of our delivery districts. No other logistics company invests as much in e-mobility as we do. We will expand our e-fleet to 38,000 electric delivery vehicles and 14,000 e-trikes by 2025. That means we can also help our public sector customers to meet the requirements of the German Clean Vehicles Procurement Act.","with 23,000 electric delivery vans, 13,500 e-trikes and 6,100 e-bikes, ours is the largest fleet of electric commercial vehicles in the world, and our deliveries are carbon-free in about 50% of our delivery districts. no other logistics company invests as much in e-mobility as we do. we will expand our e-fleet to 38,000 electric delivery vehicles and 14,000 e-trikes by 2025. that means we can also help our public sector customers to meet the requirements of the german clean vehicles procurement act.",not_greenwashing,"The provided context contains multiple KPIObservations that support Deutsche Post's claims regarding its electric vehicle fleet size (23,000 vans, 13,500 e-trikes, 6,100 e-bikes) and future expansion plans (38,000 vans, 14,000 e-trikes by 2025). The data confirms the company's stated leadership in electric commercial vehicles and its commitment to e-mobility. While the claim about ""carbon-free deliveries in about 50% of delivery districts"" isn't directly verifiable with the provided data, the extensive investment in electric vehicles suggests a significant reduction in carbon emissions.",5.0,5.0,5.0,5.0,5.0,5.0
