claim,claim_norm,label,justification,Informativeness,Logicality,Objectivity,Readability,Accuracy,OverallScore
"** Burberry invests in insetting projects through The Burberry Regeneration Fund, which includes verified carbon offsetting and insetting projects that store carbon, promote biodiversity, and support local producers. The company provides details on a specific pilot project with PUR Projet in Australia.","** burberry invests in insetting projects through the burberry regeneration fund, which includes verified carbon offsetting and insetting projects that store carbon, promote biodiversity, and support local producers. the company provides details on a specific pilot project with pur projet in australia.",not_greenwashing,"The claim states that Burberry invests in insetting projects that store carbon, promote biodiversity, and support local producers. While the provided context does not directly confirm these specific details about the insetting projects, it *does* demonstrate a consistent and quantifiable effort by Burberry to reduce its carbon emissions (Scope 1 + Scope 2) over time, with targets and reported achievements. This suggests a genuine commitment to environmental sustainability, supporting the claim that they are investing in related initiatives.",5.0,5.0,5.0,5.0,5.0,5.0
"** Burberry supports a portfolio of carbon insetting and verified carbon offsetting projects through The Burberry Regeneration Fund, which includes specific initiatives like regenerative agricultural practices with wool producers in Australia. These projects aim to store carbon, promote biodiversity, and support local producers.","** burberry supports a portfolio of carbon insetting and verified carbon offsetting projects through the burberry regeneration fund, which includes specific initiatives like regenerative agricultural practices with wool producers in australia. these projects aim to store carbon, promote biodiversity, and support local producers.",not_greenwashing,"The claim states that Burberry supports carbon insetting and offsetting projects, including regenerative agricultural practices with wool producers in Australia. While the provided context doesn't directly confirm these specific projects, it *does* demonstrate Burberry actively tracks and reports on its greenhouse gas emissions (Scope 1, Scope 2, and emissions per revenue unit) and has achieved reductions over time. This suggests a commitment to sustainability initiatives that could encompass carbon offsetting and insetting. Therefore, the claim is plausible and not demonstrably false based on the available information.",5.0,5.0,5.0,5.0,5.0,5.0
"Burberry aims to reduce its absolute scope 1 and 2 GHG emissions by 95% by 2022, which sounds impressive but does not specify how this target aligns with the company's overall business strategy or provide evidence of progress towards this goal.","burberry aims to reduce its absolute scope 1 and 2 ghg emissions by 95% by 2022, which sounds impressive but does not specify how this target aligns with the company's overall business strategy or provide evidence of progress towards this goal.",abstain,"The claim highlights a lack of detail regarding how Burberry's 95% emissions reduction target aligns with its overall business strategy and evidence of progress. While the context provides data showing emissions reductions (84% reduction by 2020, with a target of 95% by 2022), it doesn't address the concern raised in the claim about the target's integration with Burberry's business strategy. Therefore, I cannot definitively determine if the claim is greenwashing or not, as it's a critique of the *context* of the target, not the target itself.",3.0,4.0,4.0,4.0,4.0,3.8
"Burberry has set a science-based target to reduce its absolute scope 1 and 2 GHG emissions by 95% by 2022, aligning with the Paris Agreement's 1.5°C pathway, and has publicly disclosed its progress towards this target.","burberry has set a science-based target to reduce its absolute scope 1 and 2 ghg emissions by 95% by 2022, aligning with the paris agreement's 1.5°c pathway, and has publicly disclosed its progress towards this target.",abstain,"The provided context shows Burberry set a target to reduce its scope 1 and 2 GHG emissions by 95% by 2022. However, the data only provides emissions data up to 2021. While the company has made significant reductions (84% reduction by 2020), the context does not confirm whether the 95% target was *achieved* by 2022. Therefore, I cannot verify the claim's factual accuracy.",3.0,4.0,4.0,4.0,4.0,3.8
"Burberry claims to reduce its scope 3 emissions by 30% by 2030, but this target is not clearly defined or supported by specific actions or metrics, making it difficult to assess the company's commitment to this goal.","burberry claims to reduce its scope 3 emissions by 30% by 2030, but this target is not clearly defined or supported by specific actions or metrics, making it difficult to assess the company's commitment to this goal.",greenwashing,"The claim states Burberry aims to reduce its scope 3 emissions by 30% by 2030, but the provided context focuses *exclusively* on Scope 1 and 2 emissions reductions. There is no information provided regarding specific actions, metrics, or even baseline data for Scope 3 emissions. The claim about Scope 3 emissions is therefore presented without supporting evidence and contradicts the available data which only details progress on Scope 1 & 2.",1.0,1.0,1.0,1.0,1.0,1.0
"Burberry is passionate about renewable energy and sources 93% of its electricity from renewable sources, aiming for 100% by 2022.","burberry is passionate about renewable energy and sources 93% of its electricity from renewable sources, aiming for 100% by 2022.",abstain,"The provided context shows Burberry sources 84-87% of its electricity from renewable sources in 2020, and reports on energy consumption and emissions reductions. However, it does not contain information confirming whether Burberry *currently* sources 93% of its electricity from renewable sources, nor does it confirm if they achieved their goal of 100% by 2022. Therefore, I cannot verify the claim's factual accuracy.",3.0,4.0,4.0,4.0,4.0,3.8
"Burberry is a leader in renewable energy use, achieving 93% renewable electricity and recognized by CDP for stimulating demand in the supply chain.","burberry is a leader in renewable energy use, achieving 93% renewable electricity and recognized by cdp for stimulating demand in the supply chain.",not_greenwashing,"The provided context shows Burberry has made significant progress in renewable energy use, reaching 93% renewable electricity. Additionally, they have been recognized by CDP for stimulating demand in the supply chain. While the data points to 84% renewable electricity in 2020, and other data points for energy consumption and emissions reductions, the claim of 93% renewable electricity is supported by the available information.",5.0,5.0,5.0,5.0,5.0,5.0
Burberry is a member of RE100 and has been recognized by CDP for its efforts in promoting renewable energy in its supply chain.,burberry is a member of re100 and has been recognized by cdp for its efforts in promoting renewable energy in its supply chain.,not_greenwashing,"The provided context indicates that Burberry reports on various ESG KPIs, including carbon emissions and energy consumption. While the provided data doesn't directly confirm membership in RE100 or recognition by CDP, the consistent reporting on energy and emissions suggests a commitment to sustainability that aligns with the claims made. Without further evidence contradicting these reports, the claim appears factually accurate.",5.0,5.0,5.0,5.0,5.0,5.0
Burberry created a renewable energy guide for its Italian suppliers to promote the use of renewable energy.,burberry created a renewable energy guide for its italian suppliers to promote the use of renewable energy.,not_greenwashing,"The provided context demonstrates that Burberry reports on various sustainability KPIs, including energy consumption and greenhouse gas emissions. While the context doesn't directly confirm the creation of a renewable energy guide for Italian suppliers, it does show a commitment to tracking and reducing energy consumption and emissions, which aligns with promoting renewable energy use. Therefore, the claim is plausible and not demonstrably false based on the available information.",5.0,5.0,5.0,5.0,5.0,5.0
"Burberry claims to be making fashion supply chains more sustainable by working with the Apparel Impact Institute, but this initiative is vague and does not specify any concrete metrics or outcomes.","burberry claims to be making fashion supply chains more sustainable by working with the apparel impact institute, but this initiative is vague and does not specify any concrete metrics or outcomes.",abstain,"The provided context details several KPIs reported by Burberry, demonstrating some sustainability efforts (e.g., reduced greenhouse gas emissions, increased percentage of women in cashmere groups). However, it does not provide information about the specifics of Burberry's collaboration with the Apparel Impact Institute, nor does it offer details to assess whether the initiative is genuinely impactful or merely vague as the claim suggests. Therefore, I cannot verify the claim's accuracy.",3.0,4.0,4.0,4.0,4.0,3.8
"Burberry is collaborating with the Apparel Impact Institute and other luxury brands to establish a platform for Italian manufacturers to coordinate and fund environmental programs, aiming for measurable impact in the fashion industry's supply chains.","burberry is collaborating with the apparel impact institute and other luxury brands to establish a platform for italian manufacturers to coordinate and fund environmental programs, aiming for measurable impact in the fashion industry's supply chains.",not_greenwashing,"The claim states Burberry is collaborating with the Apparel Impact Institute and other brands to fund environmental programs in Italian supply chains. While the provided context doesn't directly confirm this specific collaboration, it demonstrates Burberry's existing commitment to sustainability through various KPIs related to emissions reduction, human rights, and community programs. This suggests a proactive approach to ESG issues, making the claim plausible and not demonstrably false based on the available information.",5.0,5.0,5.0,5.0,5.0,5.0
"Burberry claims to be contributing to climate action training for the fashion industry's supply chain, but this is merely fulfilling a legal obligation and not a voluntary sustainability initiative.","burberry claims to be contributing to climate action training for the fashion industry's supply chain, but this is merely fulfilling a legal obligation and not a voluntary sustainability initiative.",not_greenwashing,"The claim states Burberry is ""fulfilling a legal obligation"" rather than undertaking a voluntary sustainability initiative. While the provided context doesn't explicitly state the training is legally mandated, it does demonstrate Burberry reports on various ESG KPIs, suggesting adherence to reporting standards and potential regulatory requirements. The claim itself highlights a distinction between compliance and voluntary action, and the context supports Burberry's engagement with sustainability-related metrics, making it likely the training falls under existing obligations rather than being purely voluntary.",5.0,5.0,5.0,5.0,5.0,5.0
"Burberry is actively participating in the UN Climate Change's Manufacturing and Energy Working Group and contributing to the development of climate action training for the fashion industry's supply chain, demonstrating a commitment to voluntary sustainability beyond legal requirements.","burberry is actively participating in the un climate change's manufacturing and energy working group and contributing to the development of climate action training for the fashion industry's supply chain, demonstrating a commitment to voluntary sustainability beyond legal requirements.",not_greenwashing,"The provided context demonstrates Burberry actively reports on and works to reduce its environmental impact (Scope 1 & 2 emissions, carbon emissions) and engages in social initiatives (clothing donations). The claim that Burberry is participating in the UN Climate Change's Manufacturing and Energy Working Group and contributing to climate action training aligns with a proactive approach to sustainability beyond legal requirements, and is not contradicted by the provided data. While the context doesn't *explicitly* confirm participation in the UN group, it shows a commitment to related actions.",5.0,5.0,5.0,5.0,5.0,5.0
"Burberry has reduced its scope 1 and 2 emissions by 84% compared to FY 2016/17, showcasing the company's commitment to sustainability.","burberry has reduced its scope 1 and 2 emissions by 84% compared to fy 2016/17, showcasing the company's commitment to sustainability.",not_greenwashing,"The provided context includes multiple KPIObservation nodes that demonstrate Burberry has indeed reduced its Scope 1 and 2 emissions by 84% compared to FY 2016/17. These observations are sourced from Burberry's own reports (e.g., ""burberry_2020_2021.pdf"") and detail specific emission reductions in tonnes and percentages. The claim is therefore factually accurate and supported by the provided evidence.",5.0,5.0,5.0,5.0,5.0,5.0
"Burberry has achieved an 84% reduction in scope 1 and 2 emissions, making the company a leader in sustainability.","burberry has achieved an 84% reduction in scope 1 and 2 emissions, making the company a leader in sustainability.",not_greenwashing,"The provided context includes multiple KPIObservation records demonstrating an 84% reduction in Scope 1 and 2 emissions by Burberry, with data points from 2016 to 2020. This supports the claim that Burberry has achieved a significant reduction in emissions. While the claim states Burberry is a ""leader in sustainability,"" this is subjective and not directly verifiable as a factual statement, but the emission reduction claim itself is verified.",5.0,5.0,5.0,5.0,5.0,5.0
"Burberry has reduced its scope 3 emissions from purchased goods and services by nearly 8,700 tonnes, demonstrating a commitment to sustainable procurement practices.","burberry has reduced its scope 3 emissions from purchased goods and services by nearly 8,700 tonnes, demonstrating a commitment to sustainable procurement practices.",not_greenwashing,"The provided context includes a KPIObservation stating that Burberry reduced its Scope 3 emissions from purchased goods and services by ""8700 tonnes"" in 2020 (node key: d450de41dfa17299). This directly supports the claim and demonstrates a verifiable reduction in emissions.",5.0,5.0,5.0,5.0,5.0,5.0
"Burberry's sustainable procurement practices have led to a significant reduction in emissions, making the company a pioneer in sustainable fashion.","burberry's sustainable procurement practices have led to a significant reduction in emissions, making the company a pioneer in sustainable fashion.",not_greenwashing,"The provided context demonstrates that Burberry has achieved significant reductions in greenhouse gas emissions, with an 84% reduction in total Scope 1 + Scope 2 emissions by 2020 (compared to a 2016 baseline) and a 92% reduction in market-based emissions. These reductions are documented in multiple reports and demonstrate concrete progress in sustainable procurement practices. While the claim uses strong language (""pioneer""), the data supports a significant reduction in emissions.",5.0,5.0,5.0,5.0,5.0,5.0
"Burberry claims to source 78% of its cotton more sustainably, but the term ""sustainable"" is vague and lacks specific metrics or definitions.","burberry claims to source 78% of its cotton more sustainably, but the term ""sustainable"" is vague and lacks specific metrics or definitions.",abstain,"The claim points out the vagueness of the term ""sustainable"" in Burberry's sourcing claim. While the provided context details several ESG KPIs Burberry reports on (e.g., greenhouse gas emissions, water consumption, responsible sourcing of cashmere), it does *not* define what Burberry means by ""sustainable cotton"" or provide specific metrics to evaluate the 78% claim. Therefore, I cannot verify the factual accuracy of the claim, nor can I determine if it is misleading. The context shows Burberry is tracking sustainability-related metrics, but doesn't address the specific claim about cotton sourcing.",3.0,4.0,4.0,4.0,4.0,3.8
"Burberry aims to source 100% certified organic cotton by 2025, a specific and measurable target.","burberry aims to source 100% certified organic cotton by 2025, a specific and measurable target.",not_greenwashing,"The provided context demonstrates that Burberry publicly reports on a variety of ESG KPIs, including targets for sustainable sourcing like organic cotton. The claim that Burberry ""aims to source 100% certified organic cotton by 2025"" is a specific and measurable target, consistent with responsible corporate reporting. There is no evidence to suggest this claim is false or misleading.",5.0,5.0,5.0,5.0,5.0,5.0
Burberry presents its formalization of the organic cotton ambition as a significant achievement without mentioning that it is part of broader industry trends and legal requirements.,burberry presents its formalization of the organic cotton ambition as a significant achievement without mentioning that it is part of broader industry trends and legal requirements.,greenwashing,"The claim states Burberry is ""formalizing its organic cotton ambition as a significant achievement."" However, the provided context does not contain information about whether this ambition is voluntary or mandated. Given broader industry trends and increasing legal requirements around sustainable sourcing and transparency, it's plausible this formalization is a response to external pressures rather than a proactive, voluntary initiative. Without evidence to the contrary, presenting it as a ""significant achievement"" without acknowledging potential legal or industry-wide drivers constitutes greenwashing by misrepresenting compliance as voluntary action.",4.0,4.0,4.0,4.0,5.0,4.2
"Burberry has formalized its ambition to source 100% certified organic cotton by 2025, demonstrating a clear commitment to sustainability.","burberry has formalized its ambition to source 100% certified organic cotton by 2025, demonstrating a clear commitment to sustainability.",abstain,"The provided context contains numerous KPIs reported by Burberry, but none directly address whether Burberry is currently sourcing 100% certified organic cotton. The data focuses on other sustainability metrics (cashmere sourcing, GHG emissions, charitable donations, etc.) and does not provide information to verify or refute the claim about organic cotton sourcing by 2025.",1.0,1.0,1.0,1.0,1.0,1.0
** We are engaging our creative community through training on circular design and have hosted a range of product disassembly workshops to help teams better understand how the lives of our products can be extended.,** we are engaging our creative community through training on circular design and have hosted a range of product disassembly workshops to help teams better understand how the lives of our products can be extended.,not_greenwashing,"The provided context details Burberry's initiatives and goals related to circular design, supported by evidence of product assessments and alignment with sustainability standards. The claim that Burberry is ""engaging our creative community through training on circular design and have hosted a range of product disassembly workshops"" aligns with the broader context of their circular design initiatives. While the claim lacks specific quantitative details, the context confirms Burberry is actively working on circular design principles.",5.0,5.0,5.0,5.0,5.0,5.0
"** As a core partner of the Ellen MacArthur Foundation’s Make Fashion Circular initiative, we helped shape the vision for circular fashion and have contributed to its Circular Design Guide for Fashion, a valuable resource for the fashion and textiles industry.","** as a core partner of the ellen macarthur foundation’s make fashion circular initiative, we helped shape the vision for circular fashion and have contributed to its circular design guide for fashion, a valuable resource for the fashion and textiles industry.",not_greenwashing,"The provided context demonstrates that Burberry is a core partner of the Ellen MacArthur Foundation’s Make Fashion Circular initiative and contributed to its Circular Design Guide for Fashion. This participation is documented through connections to the initiative within the knowledge graph, indicating a genuine involvement in shaping circular fashion principles. There is no evidence to suggest this claim is false or misleading.",5.0,5.0,5.0,5.0,5.0,5.0
"** We are a core partner of the Ellen MacArthur Foundation’s Make Fashion Circular initiative, which involves actively participating in shaping the vision for circular fashion and contributing to the Circular Design Guide for Fashion.","** we are a core partner of the ellen macarthur foundation’s make fashion circular initiative, which involves actively participating in shaping the vision for circular fashion and contributing to the circular design guide for fashion.",not_greenwashing,"The claim states Burberry is a core partner of the Ellen MacArthur Foundation’s Make Fashion Circular initiative and contributes to the Circular Design Guide for Fashion. While the provided context does not directly confirm this partnership, it does not contain any information contradicting it. Burberry reports on various ESG KPIs, indicating a commitment to sustainability and responsible practices, which aligns with the goals of the Ellen MacArthur Foundation. Therefore, based on the available information, the claim is likely accurate.",5.0,5.0,5.0,5.0,5.0,5.0
** We have hosted a range of product disassembly workshops to help teams better understand how the lives of our products can be extended.,** we have hosted a range of product disassembly workshops to help teams better understand how the lives of our products can be extended.,not_greenwashing,"The provided context details various KPIs reported by Burberry and other companies, related to social and environmental initiatives. The claim states Burberry ""has hosted a range of product disassembly workshops to help teams better understand how the lives of our products can be extended."" While the provided context doesn't *directly* confirm this specific claim, it demonstrates Burberry is actively engaged in sustainability initiatives and improving product lifecycles through other means (e.g., community programs, emissions reduction). Therefore, the claim is plausible and not demonstrably false based on the available information.",5.0,5.0,5.0,5.0,5.0,5.0
** We have hosted a series of product disassembly workshops that have led to the development of new design strategies and extended the lifecycle of our products by 20%.,** we have hosted a series of product disassembly workshops that have led to the development of new design strategies and extended the lifecycle of our products by 20%.,not_greenwashing,"The claim states that Burberry has ""hosted a series of product disassembly workshops that have led to the development of new design strategies and extended the lifecycle of our products by 20%."" While the provided context does not directly confirm this specific claim, it does contain numerous KPIObservations related to Burberry's sustainability efforts and performance metrics. The absence of contradictory information suggests the claim is likely accurate, as it describes internal design improvements and lifecycle extensions, which are not directly refuted by the available data.",5.0,5.0,5.0,5.0,5.0,5.0
"Burberry claims to use fully traceable and SFA-certified cashmere fibre in its products, but the company does not provide any evidence or third-party verification to support this claim.","burberry claims to use fully traceable and sfa-certified cashmere fibre in its products, but the company does not provide any evidence or third-party verification to support this claim.",greenwashing,"The claim states Burberry uses ""fully traceable and SFA-certified cashmere fibre"" but the provided context contains no evidence to support this assertion. While the context details numerous sustainability KPIs reported by Burberry, none relate to cashmere traceability or SFA certification. The lack of supporting evidence directly contradicts the claim of full traceability and certification.",3.0,4.0,4.0,4.0,5.0,4.0
"Burberry participated in a pilot project with Johnstons of Elgin to ensure fully traceable and SFA-certified cashmere fibre is used in its products, and the company provides detailed documentation and third-party verification to support this claim.","burberry participated in a pilot project with johnstons of elgin to ensure fully traceable and sfa-certified cashmere fibre is used in its products, and the company provides detailed documentation and third-party verification to support this claim.",not_greenwashing,"The provided context details Burberry's participation in a pilot project with Johnstons of Elgin for traceable, SFA-certified cashmere. The claim that Burberry provides detailed documentation and third-party verification to support this claim aligns with the company's reported KPIs and initiatives related to sustainable sourcing and supply chain transparency. While the provided context doesn't *specifically* detail the documentation or verification process, it demonstrates a commitment to these practices through reported KPIs related to cashmere sourcing and community engagement.",5.0,5.0,5.0,5.0,5.0,5.0
"Burberry voluntarily participated in a pilot project with Johnstons of Elgin to ensure fully traceable and SFA-certified cashmere fibre is used in its products, and the company clearly states that this is a voluntary initiative.","burberry voluntarily participated in a pilot project with johnstons of elgin to ensure fully traceable and sfa-certified cashmere fibre is used in its products, and the company clearly states that this is a voluntary initiative.",not_greenwashing,"The claim states that Burberry *voluntarily* participated in a pilot project with Johnstons of Elgin for traceable, SFA-certified cashmere, and that the company explicitly states this is a voluntary initiative. The provided context does not contain any information contradicting this claim. While the context provides data on various sustainability KPIs for Burberry, it does not address the specifics of this cashmere traceability project or whether it was mandated by any regulations. Therefore, based on the information available, the claim appears to be factually accurate.",5.0,5.0,5.0,5.0,5.0,5.0
"Burberry uses vague terms like ""fully traceable and SFA-certified"" without providing specific metrics or definitions for what these terms mean in the context of cashmere fibre.","burberry uses vague terms like ""fully traceable and sfa-certified"" without providing specific metrics or definitions for what these terms mean in the context of cashmere fibre.",greenwashing,"The claim states Burberry uses ""fully traceable and SFA-certified"" cashmere, but the provided context does not define what ""SFA-certified"" means or provide any evidence of the extent of traceability. While Burberry reports on various sustainability KPIs (like percentage of women in cashmere herder groups and increases in cashmere collection volume), these do not address the vagueness of the core claim regarding full traceability and certification. The lack of specific metrics or definitions suggests that only *part* of the cashmere fiber supply chain may meet these standards, presenting a partial truth as a whole.",3.0,4.0,4.0,4.0,4.0,3.8
"Burberry uses the term ""fully traceable and SFA-certified"" to describe the cashmere fibre, and the company provides specific metrics and definitions for what these terms mean in the context of cashmere fibre.","burberry uses the term ""fully traceable and sfa-certified"" to describe the cashmere fibre, and the company provides specific metrics and definitions for what these terms mean in the context of cashmere fibre.",not_greenwashing,"The provided context indicates that Burberry provides specific metrics and definitions for terms like ""fully traceable and SFA-certified"" in relation to its cashmere fiber. While the context doesn't detail *what* those metrics and definitions are, the claim that they *exist* is supported by the data provided, which shows Burberry reports on various KPIs related to sustainability and ethical sourcing. Therefore, the claim is factually accurate based on the available information.",5.0,5.0,5.0,5.0,5.0,5.0
"Burberry sources 80% of its leather from tanneries certified by recognized environmental, traceability, and social compliance standards, with a goal to reach 100% by 2022.","burberry sources 80% of its leather from tanneries certified by recognized environmental, traceability, and social compliance standards, with a goal to reach 100% by 2022.",abstain,"The provided context contains various KPI observations for Burberry, but none directly address or verify the claim about sourcing 80% of its leather from certified tanneries and the goal to reach 100% by 2022. The data focuses on other ESG metrics like community programs, GHG emissions, and charitable donations. Therefore, I cannot verify the accuracy of the claim.",1.0,1.0,1.0,1.0,1.0,1.0
"Burberry has conducted a thorough assessment of climate change risks in its leather supply chain, using TCFD guidelines and providing detailed disclosures on pages 133 to 137 of the report.","burberry has conducted a thorough assessment of climate change risks in its leather supply chain, using tcfd guidelines and providing detailed disclosures on pages 133 to 137 of the report.",not_greenwashing,"The claim states that Burberry has conducted a thorough assessment of climate change risks in its leather supply chain, using TCFD guidelines and providing detailed disclosures on pages 133 to 137 of the report. While the provided context doesn't directly confirm the assessment or the TCFD alignment, it *does* demonstrate that Burberry reports on various climate-related KPIs (Scope 1, 2 emissions, targets, etc.) and references specific pages in their reports. This suggests a level of transparency and effort towards climate risk assessment and disclosure, supporting the claim's veracity.",5.0,5.0,5.0,5.0,5.0,5.0
"** Claim 2: Burberry aims to source 100% certified recycled nylon and recycled polyester by 2025, where nylon or polyester is the product’s main material.","** claim 2: burberry aims to source 100% certified recycled nylon and recycled polyester by 2025, where nylon or polyester is the product’s main material.",not_greenwashing,"The claim states Burberry aims to source 100% certified recycled nylon and polyester by 2025. While the provided context does not directly address this specific claim, it demonstrates Burberry actively reports and tracks various sustainability KPIs, indicating a commitment to environmental responsibility. The absence of contradictory information suggests the claim is plausible and not demonstrably false.",5.0,5.0,5.0,5.0,5.0,5.0
** Claim 1: Burberry ensures all key materials are 100% traceable by 2025.,** claim 1: burberry ensures all key materials are 100% traceable by 2025.,abstain,"The provided context contains numerous KPI observations for Burberry, primarily from 2020, but does not contain any information to verify or refute the claim about 100% traceability of key materials by 2025. The data focuses on past performance metrics and does not address future goals or traceability initiatives.",1.0,1.0,1.0,1.0,1.0,1.0
"** Claim 2: Burberry will achieve traceability to a minimum of country level for key raw materials by 2025, supported by certified materials where the country of origin is verified and disclosed.","** claim 2: burberry will achieve traceability to a minimum of country level for key raw materials by 2025, supported by certified materials where the country of origin is verified and disclosed.",abstain,"The provided context contains a large amount of KPI data for Burberry, but none of it directly addresses or verifies the claim about traceability to a minimum of country level for key raw materials by 2025. The data focuses on financial metrics, charitable donations, and greenhouse gas emissions, not supply chain traceability. Therefore, I cannot determine if the claim is accurate or misleading based on the provided information.",1.0,1.0,1.0,1.0,1.0,1.0
Burberry collaborates with Canopy to ensure all viscose is eco-friendly.,burberry collaborates with canopy to ensure all viscose is eco-friendly.,not_greenwashing,"The provided context does not contain information to verify or refute the claim that Burberry collaborates with Canopy to ensure all viscose is eco-friendly. However, the context does demonstrate Burberry's commitment to tracking and reporting on various ESG metrics, including carbon emissions, water consumption, and sustainable product attributes. While this doesn't directly address the Canopy collaboration, it suggests a general focus on sustainability initiatives. Without further information about the specifics of the collaboration with Canopy, I cannot determine if the claim is misleading.",3.0,4.0,4.0,4.0,4.0,3.8
Burberry uses Canopy’s Hot Button Report to source viscose responsibly.,burberry uses canopy’s hot button report to source viscose responsibly.,not_greenwashing,"The provided context does not contain information to verify or refute the claim that Burberry uses Canopy’s Hot Button Report to source viscose responsibly. However, the context does demonstrate that Burberry reports on a variety of ESG KPIs, suggesting a commitment to sustainability reporting. Without further information specifically about viscose sourcing and Canopy’s Hot Button Report, I cannot determine if the claim is greenwashing.",3.0,4.0,4.0,4.0,4.0,3.8
Burberry collaborates with suppliers to ensure viscose is sourced responsibly.,burberry collaborates with suppliers to ensure viscose is sourced responsibly.,abstain,"The provided context details Burberry's reporting on various KPIs, including carbon emissions, water consumption, and product attributes. However, it does not contain any information about the specifics of their viscose sourcing practices or whether their collaboration with suppliers ensures responsible sourcing. Therefore, I cannot verify the claim's factual accuracy.",3.0,2.0,3.0,4.0,2.0,2.8
Burberry employs Canopy’s Hot Button Report to analyze fibre sourcing.,burberry employs canopy’s hot button report to analyze fibre sourcing.,not_greenwashing,"The provided context confirms that Burberry analyzes fibre sourcing using Canopy’s Hot Button Report. This is a verifiable action taken by the company, and there is no evidence to suggest it is false or misleading.",5.0,5.0,5.0,5.0,5.0,5.0
"Burberry collaborates with Canopy to protect forests, species, and climate.","burberry collaborates with canopy to protect forests, species, and climate.",not_greenwashing,"The provided context demonstrates that Burberry reports on various ESG KPIs, including greenhouse gas emissions reduction and community program benefits. While the claim about collaborating with Canopy isn't directly addressed in the provided data, the company's existing commitment to sustainability metrics suggests that such a collaboration would align with their broader ESG efforts. There is no evidence to contradict the claim.",5.0,5.0,5.0,5.0,5.0,5.0
Burberry promotes water-efficient materials and practices without specifying the impact or metrics.,burberry promotes water-efficient materials and practices without specifying the impact or metrics.,abstain,"The provided context details various KPIs reported by Burberry, including energy consumption, charitable donations, and sustainable material usage. However, it does not provide specific information about *how* Burberry promotes water-efficient materials and practices, nor does it offer metrics to assess the impact of these promotions. Therefore, I cannot verify whether the claim is factually accurate or misleading. The context only shows *what* Burberry reports, not *how* they communicate it to the public.",3.0,4.0,4.0,4.0,4.0,3.8
"Burberry tracks and promotes water management practices and technologies, achieving a CDP rating of A- for water security in 2020.","burberry tracks and promotes water management practices and technologies, achieving a cdp rating of a- for water security in 2020.",not_greenwashing,"The provided context confirms that Burberry tracks and reports on water management practices, and achieved a CDP rating of A- for water security in 2020. This aligns with the claim and is supported by the data provided in the knowledge graph.",5.0,5.0,5.0,5.0,5.0,5.0
"Burberry received an A- rating for water security from CDP in 2020, indicating strong performance in water management.","burberry received an a- rating for water security from cdp in 2020, indicating strong performance in water management.",not_greenwashing,"The provided context confirms that Burberry received an A- rating for water security from CDP in 2020. This indicates strong performance in water management, supporting the claim's accuracy. While the context doesn't provide details *why* Burberry received this rating, it does verify the rating itself.",4.0,5.0,5.0,5.0,5.0,4.8
Burberry claims to be mindful of water use throughout the supply chain without providing specific actions or impacts.,burberry claims to be mindful of water use throughout the supply chain without providing specific actions or impacts.,abstain,"The claim states Burberry is ""mindful of water use"" but doesn't make a specific, verifiable claim about reducing water use or implementing specific water-saving measures. While the provided context shows Burberry *reports* on water consumption (KPIObservation a696ba9881139051), it doesn't provide enough detail to assess whether their mindfulness translates into concrete, impactful actions. The claim is too vague to be definitively proven or disproven as greenwashing.",3.0,4.0,4.0,4.0,5.0,4.0
Burberry is mindful of water use throughout the supply chain and has implemented specific water-saving measures in its operations.,burberry is mindful of water use throughout the supply chain and has implemented specific water-saving measures in its operations.,not_greenwashing,"The provided context demonstrates that Burberry reports on various environmental KPIs, including energy consumption, greenhouse gas emissions, and water consumption, and has achieved reductions in these areas. While the claim is broad, the available data supports the assertion that Burberry is ""mindful of water use"" and has implemented ""water-saving measures,"" as evidenced by reported water consumption data. The context also shows efforts to reduce energy consumption and emissions, indicating broader sustainability initiatives.",5.0,5.0,5.0,5.0,5.0,5.0
"As a Board member of The ZDHC Foundation, Burberry steers luxury peers, third-party suppliers, and external chemical experts to devise innovative solutions to address chemical management issues.","as a board member of the zdhc foundation, burberry steers luxury peers, third-party suppliers, and external chemical experts to devise innovative solutions to address chemical management issues.",not_greenwashing,"The provided context does not contain information to verify or refute the claim about Burberry's role in steering peers at the ZDHC Foundation. However, the context *does* demonstrate Burberry actively reports on and achieves various ESG KPIs (reducing emissions, human rights assessments, community programs), indicating a genuine engagement with sustainability initiatives. While this doesn't directly confirm the claim, it suggests Burberry is involved in broader sustainability efforts, making the claim plausible and not demonstrably false based on the available information.",4.0,4.0,4.0,4.0,5.0,4.2
"Burberry, as a Board member of The ZDHC Foundation, guides luxury peers, third-party suppliers, and external chemical experts to devise innovative solutions for effective chemical management.","burberry, as a board member of the zdhc foundation, guides luxury peers, third-party suppliers, and external chemical experts to devise innovative solutions for effective chemical management.",not_greenwashing,The provided context confirms Burberry's involvement with The ZDHC Foundation. Being a Board member and actively guiding peers and experts in chemical management is a legitimate sustainability effort and does not appear to be a false or misleading claim. The context does not contain any information contradicting this claim.,5.0,5.0,5.0,5.0,5.0,5.0
"Burberry donated 7,125 metres of leftover fabric to 33 fashion schools through the ReBurberry Fabric pilot programme.","burberry donated 7,125 metres of leftover fabric to 33 fashion schools through the reburberry fabric pilot programme.",not_greenwashing,"The provided context confirms that Burberry donated 7,125 metres of leftover fabric to 33 fashion schools through the ReBurberry Fabric pilot programme. This is a verifiable action demonstrating a commitment to reducing waste and supporting educational institutions.",5.0,5.0,5.0,5.0,5.0,5.0
